Summary: {Weight} {token}: {words[0:10]}
0.0120767    2 thunder        : 雷霆, 雷声
0.0000308    1 geographical   : 地誌
0.0000308    1 academy        : 陸士
0.0000307    1 tomb           : 墓誌
0.0000307    1 inscription    : 墓誌
0.0000307    3 balance        : 売り越し, 売越し, 失調
0.0000306    2 coupling       : 連結, 結合
0.0000306    1 liability      : 責任
0.0000306    2 mythology      : 月読み, 月読
0.0000306    3 salesman       : 押し売り, 押売, 押売り
0.0000305    2 discount       : たたき売り, 叩き売り
0.0000305    1 scolding       : 叱声
0.0000305    1 Wei            : 魏志
0.0000304    1 framing        : 額装
0.0000304    1 temporary      : 廠舎
0.0000304    1 coating        : 塗装
0.0000303    6 call           : 呼び声, 呼声, 読み上げる, 読上げる, 仕かける, 仕掛ける
0.0000303    1 exclude        : 仄声
0.0000302    1 celebrity      : 名士
0.0000302    1 rigging        : 艤装
0.0000302    1 billeting      : 舎営
0.0000299    1 emperor        : 舎人
0.0000299    2 associate      : 結びつける, 結び付ける
0.0000299    1 intend         : 志す
0.0000299    1 suitable       : 適任
0.0000298    2 caddy          : 仕服, 仕覆
0.0000298    1 regarding      : 自任
0.0000298    1 ordinary       : 略装
0.0000298    1 roof           : 廠舎
0.0000297    1 brothel        : 売り専
0.0000297    1 intermittence  : 断続
0.0000297    1 Cupid          : 結びの神
0.0000296    1 campus         : 校庭
0.0000296    3 writer         : 売文, 読み人, 読人
0.0000296    1 production     : 御殻
0.0000295    2 blockage       : 詰り, 詰まり
0.0000295    2 linking        : 連結, 結合
0.0000294    4 composer       : 読み人, 読人, 読み手, 読手
0.0000294    4 stock          : 売り建て, 煮詰める, 仕込む, 仕入れる
0.0000294    6 finished       : 仕掛かる, 仕掛る, 仕掛, 仕掛け, 仕上がる, 仕上る
0.0000294    1 converted      : 仮装
0.0000293    1 rush           : 周章てる
0.0000293    1 culture        : 士人
0.0000293    1 apparatus      : 装置
0.0000293    1 authorization  : 委任
0.0000292    3 forcing        : 押し売り, 押売, 押売り
0.0000292    1 guardian       : 衛士
0.0000292    1 carapace       : 甲殻
0.0000291    1 fruition       : 結実
0.0000291    3 drive          : 押し詰める, 追い詰める, 調べ帯
0.0000290    1 implementation : 実装
0.0000290    1 bowknot        : 蝶結び
0.0000290    1 responsible    : 重任
0.0000290    2 ending         : 係り結び, 結び
0.0000290    1 dirt           : 捨て値
0.0000289    2 getting        : 指詰め, 仕切り直し
0.0000289    1 successor      : 後任
0.0000289    2 producer       : 元売, 元売り
0.0000289    1 volition       : 意志
0.0000289    5 inquiry        : 取り調べ, 取調, 取調べ, 調査, 下調べ
0.0000289    1 delegation     : 委任
0.0000289    1 militant       : 闘士
0.0000289    2 reprove        : 詰る, 詰責
0.0000288    1 confidence     : 信任
0.0000288    1 preference     : 志向
0.0000288    5 preliminary    : 下調べ, 調書, 小手調べ, 仕切, 仕切り
0.0000286    1 oblique        : 仄声
0.0000286    1 tonality       : 調性
0.0000286    4 construction   : 仕事場, 結構, 仕組, 仕組み
0.0000286    1 retirement     : 退任
0.0000286    1 superior       : 士人
0.0000285    3 aggressive     : 押し売り, 押売, 押売り
0.0000285    1 collect        : 便壺
0.0000285    2 public         : 篤志, 公売
0.0000284    2 joint          : 接続, 締結
0.0000284    1 soy            : 御殻
0.0000283    1 sustaining     : 持続
0.0000281    5 load           : 読み替える, 読替える, 読み込む, 読込む, 読みこむ
0.0000280    1 equanimity     : 捨
0.0000280    1 orientation    : 志向
0.0000279    1 flight         : 航続
0.0000278    1 permanent      : 常任
0.0000278    3 judgment       : 詰, 詰め, 読み
0.0000278    1 cruiser        : 仮装
0.0000278    1 idea           : 鼓吹
0.0000278    2 return         : 帰任, 復調
0.0000277    2 boil           : 煎じ詰める, 煮詰める
0.0000276    1 open           : 営庭
0.0000276    1 persisting     : 持続
0.0000275    1 adjoin         : 続く
0.0000275    2 street         : 市庭, 物売り
0.0000275    1 valley         : 渓声
0.0000275    1 ornament       : 装飾
0.0000274    1 manager        : 主任
0.0000274    1 State          : 南庭
0.0000274    4 offering       : 発売, 売り物, 売物, 奉仕
0.0000274    1 relative       : 縁続き
0.0000274    1 desperation    : 捨て身
0.0000274    2 drawstring     : 仕服, 仕覆
0.0000273    1 got            : 捨て身
0.0000273    2 booking        : 前売, 前売り
0.0000272    1 resumption     : 続開
0.0000272    1 hoarseness     : 嗄声
0.0000272    2 financial      : 金詰まり, 金詰り
0.0000272    1 cheap          : 捨て値
0.0000271    2 throng         : 詰めかける, 詰め掛ける
0.0000271    2 serving        : 兼任, 給仕
0.0000271    1 function       : 任務
0.0000270    3 device         : 装置, 仕掛, 仕掛け
0.0000269    1 agency         : 代任
0.0000268    5 tailoring      : 調整, 仕立て物, 仕立物, 仕立, 仕立て
0.0000268    3 wholesale      : 卸し売り, 卸売, 卸売り
0.0000267    3 leading        : 士長, 発声, 仕手
0.0000267    2 joining        : 連結, 結合
0.0000267    1 boxer          : 闘士
0.0000267    2 compare        : 読み合せる, 読み合わせる
0.0000267    1 combatant      : 戦士
0.0000267    2 solidarity     : 団結, 結束
0.0000266    1 days           : 三舎
0.0000265    1 seeing         : 自任
0.0000264    5 sense          : 声, 調べる, 読みとる, 読み取る, 読取る
0.0000264    3 volume         : 計り売り, 量り売り, 声量
0.0000264    1 refill         : 詰め替える
0.0000264    1 charitable     : 篤志
0.0000264    3 product        : 併売, 発売, 売り込む
0.0000263    1 hairdo         : 結髪
0.0000263    1 reorganization : 改装
0.0000262    1 decoration     : 装飾
0.0000262    2 Shinto         : 月読み, 月読
0.0000261    2 collusion      : 結托, 結託
0.0000261    1 vehicle        : 乗り捨てる
0.0000261    1 conjunctiva    : 結膜
0.0000261    1 electrical     : 電装
0.0000261    2 economize      : 切り詰める, 切詰める
0.0000261    1 tubercule      : 結節
0.0000260    2 moon           : 月読み, 月読
0.0000260    1 senior         : 主任
0.0000260    4 progress       : 仕掛かり品, 仕掛り品, 仕掛け品, 仕掛品
0.0000259    1 stream         : 渓声
0.0000259    1 staging        : 続演
0.0000258    1 installment    : 続き
0.0000257    2 political      : 進士, 結党
0.0000257    1 uniform        : 正装
0.0000257    1 author         : 書誌
0.0000256    1 mercy          : 用捨
0.0000256    2 clockwork      : ばね仕掛け, 発条仕掛け
0.0000254    1 fancy          : 仮装
0.0000254    2 scrimp         : 切り詰める, 切詰める
0.0000253    1 zeal           : 篤志
0.0000253    1 park           : 庭園
0.0000253    1 removal        : 解任
0.0000253    1 bandsman       : 楽士
0.0000252    3 palm           : 売りつける, 売り付ける, 売付ける
0.0000252    2 workplace      : 詰, 詰め
0.0000251    1 knit           : 結く
0.0000250    1 chief          : 主任
0.0000250    1 hut            : 舎
0.0000249    1 unbroken       : 続く
0.0000249    2 signature      : 調号, 調印
0.0000249    1 hearth         : 家庭
0.0000249    3 commencement   : 仕掛かり, 仕掛, 仕掛け
0.0000249    2 god            : 月読み, 月読
0.0000249    1 eastern        : 志摩
0.0000248    2 monotone       : 単調, 棒読み
0.0000248    3 opinion        : 受け売り, 受売り, 声
0.0000248    2 keynote        : 基調, 主調
0.0000247    2 obstruction    : 詰り, 詰まり
0.0000247    1 fighter        : 闘士
0.0000247    2 reveal         : 縦読み, 斜め読み
0.0000247    2 conspiracy     : 結托, 結託
0.0000247    1 resolution     : 志
0.0000247    4 enquiry        : 取り調べ, 取調, 取調べ, 調査
0.0000247    2 included       : 別売, 別売り
0.0000247    2 dealing        : 売買, 仕末
0.0000246    3 baby           : 調乳, うぶ声, 産声
0.0000246    2 hail           : 呼び声, 呼声
0.0000245    1 discharge      : 解任
0.0000245    3 known          : 売れる, 売る, 売り込む
0.0000245    2 draft          : 素読み, 素読
0.0000245    1 succeeding     : 後続
0.0000245    1 duration       : 存続
0.0000245    1 regular        : 常任
0.0000244    2 pouch          : 仕服, 仕覆
0.0000244    1 painting       : 塗装
0.0000243    1 persistence    : 存続
0.0000243    2 brood          : 突き詰める, 思い詰める
0.0000243    1 condense       : 煎じ詰める
0.0000242    1 accommodation  : 宿舎
0.0000242    3 manner         : 仕事柄, 調子, 口調
0.0000241    1 retention      : 存続
0.0000241    2 voiced         : 有声, 声
0.0000241    1 enduring       : 持続
0.0000240    1 conjunction    : 接続
0.0000240    4 sentence       : 読み切り, 読切, 読切り, 句読
0.0000240    1 charity        : 篤志
0.0000240    2 reprimand      : 難詰, 詰責
0.0000239    4 prepare        : 仕立て上げる, 調える, 仕立てる, 仕込む
0.0000237    1 throwaway      : 使い捨て
0.0000237    1 quipu          : 結縄
0.0000237    2 clearance      : 投げ売り, 投売り
0.0000237    1 intent         : 意志
0.0000234    1 layman         : 居士
0.0000234    1 champion       : 闘士
0.0000233    2 tax            : 税調, 調
0.0000233    1 boarding       : 舎
0.0000233    2 prepared       : 調乳, 調う
0.0000233    1 hawk           : 売り歩く
0.0000233    2 finale         : 大詰, 大詰め
0.0000233    1 survival       : 存続
0.0000232    1 benevolence    : 篤志
0.0000231    1 application    : 志願
0.0000231    2 brief          : 詰り, 詰まり
0.0000231    1 score          : 譜読み
0.0000230    1 offer          : 志
0.0000229    2 pancake        : 鯛焼, 鯛焼き
0.0000228    1 mudslinging    : 泥仕合
0.0000227    3 suit           : 仕事着, 同調, 新調
0.0000227    3 preparatory    : 試読, 下読, 下読み
0.0000227    1 postpositional : 係り結び
0.0000227    2 eel            : 詰, 詰め
0.0000226    2 unbearable     : 仕方ない, 仕方無い
0.0000226    1 padmasana      : 結跏
0.0000226    4 recitation     : 読誦, 朗読, 読上げ, 読み上げ
0.0000225    2 insufficient   : 仕方ない, 仕方無い
0.0000225    1 gradient       : 階調
0.0000225    1 companion      : 同士
0.0000224    2 lamentation    : 嘆声, 歎声
0.0000224    2 blanket        : 敷き詰める, 敷詰める
0.0000224    1 purpose        : 堅志
0.0000224    1 garment        : 衣装
0.0000223    2 sole           : 詰, 詰め
0.0000223    2 plaintive      : 悲調, 哀調
0.0000223    2 mean           : 詰り, 詰まり
0.0000222    1 nodule         : 結節
0.0000222    2 collar         : 詰め襟, 詰襟
0.0000222    1 medieval       : 騎士
0.0000222    1 list           : 書誌
0.0000222    3 ho             : かけ声, 掛け声, 掛声
0.0000221    1 abstraction    : 捨象
0.0000221    2 trim           : 切り詰める, 切詰める
0.0000221    2 sum            : 詰り, 詰まり
0.0000221    2 hidden         : 縦読み, 斜め読み
0.0000219    2 pointless      : 仕方ない, 仕方無い
0.0000219    1 inheritance    : 相続
0.0000219    1 yoga           : 結跏
0.0000219    1 mystical       : 結界
0.0000219    1 succeed        : 続く
0.0000218    2 sigh           : 嘆声, 歎声
0.0000218    2 civil          : 進士, 仕
0.0000218    3 provision      : 読み替える, 読替える, 調達
0.0000217    1 trailing       : 後続
0.0000217    2 inevitable     : 仕方ない, 仕方無い
0.0000217    2 guest          : 詰, 詰め
0.0000217    1 welfare        : 篤志
0.0000217    1 renovate       : 仕立て直す
0.0000217    1 knight         : 騎士
0.0000217    1 checked        : 調べ物
0.0000216    1 disposable     : 使い捨て
0.0000216    1 competitor     : 身売り
0.0000216    2 unsold         : 売れ残る, 売れ残り
0.0000216    3 speech         : 読話, 音声, 格調
0.0000216    2 annoying       : 仕方ない, 仕方無い
0.0000215    1 fortunetelling : 売卜
0.0000215    1 smuggler       : 売人
0.0000215    2 movie          : 続映, 仕立てる
0.0000214    1 pinched        : 指詰め
0.0000214    1 deceased       : 遺志
0.0000214    2 divider        : 中仕切り, 間仕切り
0.0000213    1 posthumous     : 居士
0.0000213    2 resort         : 仕方なく, 仕方無く
0.0000213    1 classic        : 進士
0.0000213    2 boiled         : 煮詰まる, 煮詰る
0.0000212    2 unavoidable    : 仕方ない, 仕方無い
0.0000212    1 stage          : 装置
0.0000212    1 stuffiness     : 息詰まり
0.0000212    1 reprimanding   : 面詰
0.0000211    1 horseback      : 騎士
0.0000211    1 kept           : 立続け
0.0000210    1 fault          : 詰る
0.0000208    1 musician       : 楽士
0.0000208    1 ambulatory     : 中売り
0.0000208    2 bridge         : 詰, 詰め
0.0000207    1 fail           : 見捨てる
0.0000207    1 permanence     : 永続
0.0000207    2 salesperson    : 売り子, 売子
0.0000207    1 gradation      : 階調
0.0000207    1 ceremonial     : 結納
0.0000207    3 reread         : 読みかえす, 読み返す, 読返す
0.0000206    2 focus          : 詰める, 軟調
0.0000206    1 pusher         : 売人
0.0000206    5 sewing         : 針仕事, 仕立て物, 仕立物, 仕立, 仕立て
0.0000205    1 attachment     : 接続
0.0000205    4 language       : 吏読, 読み替える, 読替える, 読本
0.0000205    1 distinction    : 声誉
0.0000205    2 tearful        : 声涙, 涙声
0.0000204    2 hopeless       : 仕方ない, 仕方無い
0.0000203    1 jot            : 誌す
0.0000203    1 mutual         : 同士
0.0000203    1 colon          : 結腸
0.0000203    2 posture        : 結跏, 仕切る
0.0000203    2 motor          : ばね仕掛け, 発条仕掛け
0.0000202    1 recheck        : 調べ直す
0.0000202    1 vending        : 中売り
0.0000202    2 admiration     : 嘆声, 歎声
0.0000201    2 question       : 詰る, 問い詰める
0.0000201    1 scholar        : 居士
0.0000200    1 academic       : 修士
0.0000200    1 skilled        : 達士
0.0000199    1 ally           : 結ぶ
0.0000199    1 distinguished  : 国士
0.0000199    3 delivery       : 棒読み, 仕向け, 仕出し
0.0000198    1 tree           : 庭木
0.0000198    4 contrivance    : 仕組, 仕組み, 仕掛, 仕掛け
0.0000198    3 initial        : 連声, 声母, 仕切る
0.0000198    1 crossed        : 結跏
0.0000198    1 underselling   : 乱売
0.0000198    1 flow           : 続き
0.0000197    2 syllable       : 連声, 声母
0.0000197    1 easy           : 用捨
0.0000196    3 calibration    : 読みとる, 読み取る, 読取る
0.0000196    1 stifling       : 息詰まる
0.0000196    1 hack           : 売文
0.0000196    2 tight          : 押し詰まる, 押し詰る
0.0000196    4 shop           : 売り子, 売子, 店仕舞, 店仕舞い
0.0000196    1 treason        : 売国
0.0000195    2 measure        : 計り売り, 量り売り
0.0000195    2 weight         : 計り売り, 量り売り
0.0000195    1 calculus       : 結石
0.0000195    3 ritual         : 指詰め, 仕切, 仕切り
0.0000194    1 timbering      : 山仕事
0.0000194    1 follow         : 続く
0.0000193    1 periodical     : 雑誌
0.0000193    1 butterfish     : 疣鯛
0.0000193    1 colors         : 調色
0.0000192    1 blanquillo     : 甘鯛
0.0000192    1 tilefish       : 甘鯛
0.0000192    1 noble          : 高士
0.0000192    3 battle         : 喊声, ときの声, 鬨の声
0.0000191    3 outcome        : 結果, 仕儀, 仕末
0.0000191    3 decipher       : 読む, 読みとく, 読み解く
0.0000191    1 choking        : 息詰まり
0.0000191    1 gone           : 仕舞屋
0.0000191    1 bondage        : 身売り
0.0000191    1 citizen        : 国士
0.0000191    2 useless        : 仕方ない, 仕方無い
0.0000191    3 classical      : 読み下す, 読み下し, 棒読み
0.0000190    1 expiration     : 結願
0.0000190    1 opposing       : 結跏
0.0000190    2 treaty         : 締結, 調う
0.0000189    1 liar           : 売僧
0.0000189    1 graduate       : 学士
0.0000189    1 log            : 日誌
0.0000188    2 cane           : 仕込み杖, 仕込杖
0.0000188    1 stadium        : 中売り
0.0000188    1 hinder         : 結界
0.0000187    1 bootlegging    : 密売
0.0000187    3 rhythm         : 調える, 調子, 音調
0.0000187    1 literature     : 進士
0.0000187    1 node           : 結節
0.0000187    1 textbook       : 読本
0.0000186    2 sauce          : 詰, 詰め
0.0000186    1 promote        : 売り込む
0.0000186    4 extra          : 読み込む, 読込む, 読みこむ, 仕出し
0.0000186    1 vow            : 結願
0.0000186    3 scanner        : 読み取り, 読取, 読取り
0.0000186    2 worry          : 突き詰める, 思い詰める
0.0000185    1 corrupt        : 売僧
0.0000185    1 lattice        : 結界
0.0000184    2 photography    : 軟調, 硬調
0.0000184    1 raised         : 田舎育ち
0.0000184    2 spread         : 敷き詰める, 敷詰める
0.0000184    3 encourage      : かけ声, 掛け声, 掛声
0.0000184    1 teaming        : 団結
0.0000183    1 searching      : 仕事探し
0.0000183    3 mood           : 情調, 調子, 調
0.0000183    2 deal           : 結ぶ, 調える
0.0000182    1 lumbering      : 山仕事
0.0000182    2 settled        : 詰まる, 調う
0.0000182    1 handcraft      : 手仕事
0.0000182    3 scan           : 読みとる, 読み取る, 読取る
0.0000181    1 tense          : 張り詰める
0.0000180    1 lotus          : 結跏
0.0000180    1 linked         : 係り結び
0.0000180    1 describe       : 誌す
0.0000179    1 greedy         : 売僧
0.0000178    1 team           : 士気
0.0000178    1 coda           : 連声
0.0000177    1 prohibition    : 結界
0.0000176    2 specialty      : 売り物, 売物
0.0000176    1 junction       : 連結
0.0000176    1 conserve       : 詰める
0.0000176    2 review         : 調べ直す, 査読
0.0000176    3 fetch          : 読み込む, 読込む, 読みこむ
0.0000176    1 unpleasant     : 汚れ仕事
0.0000176    2 satisfactory   : 結構, 好調
0.0000176    2 bullish        : 硬調, 堅調
0.0000175    1 skipping       : 飛ばし読み
0.0000175    2 surface        : 敷き詰める, 敷詰める
0.0000175    1 dirty          : 汚れ仕事
0.0000175    1 fourth         : 小結
0.0000174    2 favorite       : 売れっ妓, 売れっ子
0.0000174    1 thoroughly     : 調べ上げる
0.0000174    1 reproof        : 面詰
0.0000174    2 scene          : 大詰, 大詰め
0.0000174    1 unite          : 結ぶ
0.0000173    3 firm           : 硬調, 堅調, 強調
0.0000173    1 exchange       : 結納
0.0000173    1 handwork       : 手仕事
0.0000173    2 help           : 仕方ない, 仕方無い
0.0000173    1 inflammatory   : 売り言葉
0.0000172    1 runner         : 売人
0.0000172    1 summary        : 結言
0.0000172    2 sad            : 悲調, 哀調
0.0000172    2 shouting       : どなり声, 怒鳴り声
0.0000169    2 leaf           : 読みかける, 読み掛ける
0.0000168    2 final          : 大詰, 大詰め
0.0000168    1 confirm        : 結ぶ
0.0000168    1 fructification : 結実
0.0000168    1 regimentation  : 結集
0.0000168    1 ligation       : 結紮
0.0000168    1 consonance     : 和声
0.0000168    1 meditation     : 結跏
0.0000168    1 sandhi         : 連声
0.0000167    1 commitment     : 売り建て
0.0000166    1 university     : 学士
0.0000166    1 plugged        : 詰まる
0.0000166    1 highest        : 小結
0.0000165    1 damselfish     : 雀鯛
0.0000165    1 radiographic   : 読影
0.0000165    1 project        : 調略
0.0000165    1 formed         : 結石
0.0000165    1 imitative      : 声色
0.0000164    3 trend          : 調子, 基調, 読み誤る
0.0000164    1 national       : 進士
0.0000164    1 hoot           : 声
0.0000164    1 apodosis       : 帰結
0.0000164    1 deaf           : 読話
0.0000164    2 element        : 形声, 主調
0.0000163    2 nothing        : 仕方ない, 仕方無い
0.0000163    1 forestry       : 山仕事
0.0000162    1 dumpling       : 焼売
0.0000162    1 hunting        : 仕事探し
0.0000162    3 police         : 取り調べ, 取調, 取調べ
0.0000162    1 morphological  : 連声
0.0000161    4 meaning        : 読み込む, 読込む, 読みこむ, 仕舞う
0.0000161    1 bound          : 係り結び
0.0000161    2 research       : 税調, 政調
0.0000160    1 lip            : 読話
0.0000160    4 needlework     : 針仕事, 仕付ける, 仕付, 仕付け
0.0000160    1 moratorium     : 凍結
0.0000159    2 argument       : 結論, 論調
0.0000159    1 remember       : 誌す
0.0000159    2 cheering       : 発声, 声援
0.0000159    1 melon          : 疣鯛
0.0000158    1 debate         : 論結
0.0000158    1 context        : 読話
0.0000158    1 fruiting       : 結果
0.0000158    1 zone           : 結界
0.0000157    3 activity       : かけ声, 掛け声, 掛声
0.0000157    1 grammatical    : 声明
0.0000157    1 liquidation    : 手仕舞い
0.0000156    1 mention        : 誌す
0.0000156    1 geminate       : 詰まる
0.0000155    1 site           : 仕事場
0.0000155    1 chirping       : 声
0.0000154    2 instigator     : 仕掛け人, 仕掛人
0.0000154    1 concord        : 和声
0.0000154    1 outlet         : 売れ口
0.0000154    2 department     : 売り場, 売場
0.0000154    3 absorbed       : 読みふける, 読み耽ける, 読み耽る
0.0000154    1 kiosk          : 売店
0.0000154    1 prospect       : 売れ口
0.0000153    1 Sanskrit       : 声明
0.0000153    1 lack           : 失調
0.0000152    2 item           : 駅売り, 立ち読み
0.0000152    3 tape           : 読みとる, 読み取る, 読取る
0.0000152    2 wording        : 読み替える, 読替える
0.0000152    1 smuggling      : 密売
0.0000152    1 haste          : 売り急ぐ
0.0000151    2 disposal       : 売却, 仕末
0.0000151    1 religious      : 結界
0.0000150    2 dullness       : 低調, 単調
0.0000150    1 concurrent     : 併売
0.0000150    2 profit         : 売りぬける, 売り抜ける
0.0000149    2 personal       : 面詰, 側仕え
0.0000149    2 floor          : 売り場, 売場
0.0000149    2 modulation     : 変調, 転調
0.0000149    1 quantity       : 多売
0.0000148    1 alongside      : 併売
0.0000148    2 section        : 売り場, 売場
0.0000148    2 procurement    : 調達, 調進
0.0000148    1 harp           : 詰る
0.0000147    1 mimicry        : 声色
0.0000147    1 striped        : 石鯛
0.0000147    1 solidification : 凝結
0.0000147    2 moaning        : うめき声, 呻き声
0.0000147    3 instruction    : 読み込む, 読込む, 読みこむ
0.0000146    2 conciliation   : 調停, 協調
0.0000146    1 Sparidae       : 鯛
0.0000146    1 crimson        : 血鯛
0.0000146    2 transposition  : 変調, 移調
0.0000146    1 arrhythmia     : 結滞
0.0000145    1 linguistic     : 声明
0.0000145    2 figure         : 売れっ妓, 売れっ子
0.0000145    1 clearing       : 手仕舞い
0.0000142    2 unsystematic   : 乱読, 濫読
0.0000142    1 preview        : 試し読み
0.0000142    1 caught         : 指詰め
0.0000141    1 coagulation    : 凝結
0.0000141    1 Ryukyu         : 雀鯛
0.0000141    1 retrieve       : 読み出す
0.0000140    2 article        : 売り物, 売物
0.0000139    2 bought         : 積ん読, 積読
0.0000139    3 bar            : 読みとる, 読み取る, 読取る
0.0000139    1 yielding       : 結実
0.0000139    1 mobilization   : 結集
0.0000139    1 gruff          : どら声
0.0000139    2 council        : 臨調, 税調
0.0000139    1 phonetics      : 平声
0.0000138    1 stare          : 見詰める
0.0000138    1 ligature       : 結紮
0.0000137    1 gaze           : 見詰める
0.0000137    3 hasty          : にわか仕込み, 俄仕込み, 卒読
0.0000137    2 study          : 結論, 調べる
0.0000137    1 shirt          : 詰まる
0.0000137    1 illicit        : 密売
0.0000137    1 muffled        : 含み声
0.0000136    1 boxing         : 箱詰め
0.0000136    2 reconciliation : 調和, 調整
0.0000136    1 relational     : 結合
0.0000136    2 apply          : 読み替える, 読替える
0.0000136    2 prescription   : 調剤, 調合
0.0000135    3 consideration  : 読み込む, 読込む, 読みこむ
0.0000135    2 decode         : 読みとく, 読み解く
0.0000135    1 condensation   : 結露
0.0000134    1 eye            : 結膜
0.0000134    3 tacking        : 仕付け糸, 仕付, 仕付け
0.0000134    2 maid           : 売れ残り, 側仕え
0.0000134    1 seed           : 疣鯛
0.0000134    1 crystallization: 結晶
0.0000133    1 criticism      : 論詰
0.0000133    2 desultory      : 乱読, 濫読
0.0000133    1 scold          : 詰る
0.0000132    1 expressed      : 声
0.0000132    2 rehearsal      : 下読, 下読み
0.0000132    3 native         : 訓読み, 読む, 訓読
0.0000132    1 shrink         : 詰まる
0.0000132    1 Hinayana       : 声聞
0.0000131    1 needing        : 結構
0.0000131    1 lettuce        : 結球
0.0000131    3 perusal        : 熟読, 閲読, 一読
0.0000131    1 resale         : 転売
0.0000131    2 intonation     : 語調, 音調
0.0000131    2 basis          : 試読, 基調
0.0000130    1 retrenchment   : 切り詰め
0.0000130    1 marketing      : 販売
0.0000130    1 gimmick        : 売り
0.0000130    1 oarsman        : 整調
0.0000129    2 manage         : 取り仕切る, 仕切る
0.0000128    1 monopolization : 専売
0.0000128    1 assets         : 凍結
0.0000128    2 swordstick     : 仕込み杖, 仕込杖
0.0000127    1 algebra        : 結合
0.0000127    3 stocking       : 仕込み, 仕入, 仕入れ
0.0000127    1 tuberculosis   : 結核
0.0000127    1 booth          : 売店
0.0000127    1 found          : 雀鯛
0.0000127    2 adjustment     : 調節, 調整
0.0000126    1 criticize      : 詰る
0.0000126    2 analyze        : 読みとく, 読み解く
0.0000126    1 opportunity    : 売れ口
0.0000125    1 plug           : 詰める
0.0000125    2 party          : 結党, 政調
0.0000125    1 rebuke         : 詰る
0.0000125    1 probe          : 突き詰める
0.0000125    1 curtailment    : 切り詰め
0.0000124    2 termination    : 仕舞, 仕舞い
0.0000124    1 love           : 縁結び
0.0000124    3 pick           : 売る, 仕かける, 仕掛ける
0.0000124    2 gun            : 砲声, 銃声
0.0000123    2 regulation     : 調節, 調整
0.0000123    3 basting        : 仕付け糸, 仕付, 仕付け
0.0000123    1 sufficient     : 結構
0.0000122    3 statement      : 深読み, 仕切り書, 仕切書
0.0000122    1 width          : 詰まる
0.0000122    1 watch          : 見詰める
0.0000121    2 lesson         : 下読, 下読み
0.0000121    1 demanding      : 詰問
0.0000121    1 body           : 結石
0.0000121    1 snoring        : 鼾声
0.0000121    1 investment     : 凍結
0.0000120    1 oppression     : 鬱結
0.0000120    2 longshoreman   : 仲仕, 沖仲仕
0.0000120    1 predominant    : 主調
0.0000119    2 interpret      : 読みとく, 読み解く
0.0000119    4 mechanism      : 仕組, 仕組み, 仕掛, 仕掛け
0.0000119    1 consonant      : 詰まる
0.0000119    1 apology        : 詰める
0.0000119    1 suspension     : 凍結
0.0000119    1 realization    : 結実
0.0000118    1 bearish        : 軟調
0.0000118    2 ready          : 調える, 調う
0.0000118    1 dew            : 結露
0.0000118    1 alliance       : 結盟
0.0000118    1 Indian         : 声明
0.0000118    1 pulse          : 結滞
0.0000117    4 challenge      : 仕かける, 仕掛ける, 仕掛, 仕掛け
0.0000117    1 blending       : 調香
0.0000117    1 wonderful      : 結構
0.0000117    1 flirtatious    : 嬌声
0.0000117    1 pledge         : 結盟
0.0000117    1 cabbage        : 結球
0.0000117    1 unnatural      : 作り声
0.0000116    1 adherent       : 声聞
0.0000116    2 substantial    : 読みごたえ, 読み応え
0.0000116    1 frost          : 結氷
0.0000115    1 meat           : 焼売
0.0000115    1 euphony        : 諧調
0.0000115    1 concentration  : 結集
0.0000115    1 framework      : 結構
0.0000115    1 interval       : 詰まる
0.0000115    2 indiscriminate : 乱読, 濫読
0.0000114    1 schedule       : 詰まる
0.0000114    1 semantic       : 形声
0.0000113    3 laying         : 仕込み, 仕掛, 仕掛け
0.0000113    1 bat            : 詰まる
0.0000113    1 spending       : 詰める
0.0000112    1 monopoly       : 専売
0.0000112    1 crystal        : 結晶
0.0000112    1 puberty        : 声変わり
0.0000112    1 noiseless      : 無声
0.0000111    1 nasal          : 鼻声
0.0000111    2 supply         : 調える, 調達
0.0000111    2 genre          : 読みあさる, 読み漁る
0.0000110    1 enough         : 結構
0.0000110    1 reproach       : 詰責
0.0000110    1 scanning       : 走り読み
0.0000109    1 spinster       : 売れ残り
0.0000109    1 attitude       : 声
0.0000109    1 perfume        : 調香
0.0000109    1 disciple       : 声聞
0.0000109    1 coquettish     : 嬌声
0.0000109    1 pipe           : 詰まる
0.0000109    1 architecture   : 結構
0.0000108    1 release        : 発売
0.0000108    1 speed          : 速読
0.0000108    1 pulley         : 調べ車
0.0000108    1 nice           : 結構
0.0000108    2 punctuation    : 句読, 句読点
0.0000108    1 feigned        : 作り声
0.0000107    1 tell           : 詰る
0.0000107    1 oar            : 整調
0.0000107    1 thank          : 結構
0.0000107    1 historical     : 連声
0.0000107    1 meter          : 破調
0.0000106    2 consolidated   : 仕切り書, 仕切書
0.0000106    1 torment        : 思い詰める
0.0000106    1 soup           : 煮詰める
0.0000105    1 profession     : 商売
0.0000105    1 poetic         : 破調
0.0000105    2 loaded         : 仕込み杖, 仕込杖
0.0000105    1 hearing        : 結審
0.0000104    2 deeply         : 読みとく, 読み解く
0.0000104    2 build          : 売り込む, 仕込む
0.0000103    1 commerce       : 商売
0.0000103    1 phonetic       : 形声
0.0000103    1 fabric         : 詰む
0.0000102    1 readable       : 可読
