Summary: {Weight} {token}: {words[0:10]}
0.0384615    1 Shanghai       : 滬
0.0000181    2 stranger       : 他所者, 余所者
0.0000180    2 printed        : 所収, 所載
0.0000178    2 reason         : 所以, 所為
0.0000178    1 assigned       : 役所
0.0000177    2 official       : 政所, 所員
0.0000177    1 highlight      : 見所
0.0000177    1 target         : 急所
0.0000176    1 tender         : 急所
0.0000176    1 empty          : 明所
0.0000175    2 publication    : 所収, 所載
0.0000174    2 perfect        : 極め所, 決め所
0.0000173    2 perilous       : 悪所, 難所
0.0000173    2 outsider       : 他所者, 余所者
0.0000172    1 research       : 退所
0.0000170    2 golden         : 極め所, 決め所
0.0000167    1 institution    : 閉所
0.0000166    1 worthy         : 見所
0.0000165    1 confined       : 閉所
0.0000164    2 affair         : 余所事, 所用
0.0000163    1 whereupon      : 所
0.0000163    2 written        : 所書, 所書き
0.0000162    1 goal           : 当て所
0.0000161    2 merit          : 取り所, 長所
0.0000159    2 thing          : 所与, 所
0.0000158    1 fighting       : 急所
0.0000157    2 die            : 死に所, 死所
0.0000156    1 occasion       : 為所
0.0000154    1 dance          : 所作
0.0000154    1 aim            : 当て所
0.0000153    2 result         : 所産, 所
0.0000147    1 suitable       : 役所
0.0000147    2 chance         : 極め所, 決め所
0.0000147    1 certain        : 某所
0.0000146    1 male           : 急所
0.0000146    1 promise        : 見所
0.0000144    1 locality       : 所
0.0000143    2 wish           : 所願, 所望
0.0000142    1 facet          : 所
0.0000141    1 seeing         : 見所
0.0000135    1 guardhouse     : 番所
0.0000133    1 abattoir       : 屠所
0.0000133    1 slaughterhouse : 屠所
0.0000133    1 heart          : 急所
0.0000130    1 future         : 見所
0.0000130    1 vulnerable     : 泣き所
0.0000130    1 note           : 見所
0.0000129    1 roost          : 寝所
0.0000129    1 observer       : 余所目
0.0000129    2 behaviour      : 余所行き, 所作
0.0000128    2 military       : 屯所, 所属
0.0000127    1 aspect         : 所
0.0000123    1 exit           : 出所
0.0000122    1 empress        : 御所
0.0000121    1 casual         : 余所目
0.0000121    2 location       : 場所, 所在
0.0000120    1 pulse          : 脈所
0.0000120    2 performance    : 聞き所, 所作
0.0000118    1 finished       : 所
0.0000118    1 graveyard      : 墓所
0.0000118    1 lodgings       : 宿所
0.0000118    1 titled         : 政所
0.0000117    1 site           : 所
0.0000116    1 prince         : 御所
0.0000116    1 process        : 所
0.0000116    2 possession     : 所蔵, 所持
0.0000112    1 lodged         : 旅所
0.0000112    1 appear         : 出所
0.0000111    1 banishment     : 所払い
0.0000110    1 dumping        : 捨て所
0.0000109    2 group          : 余所, 所属
0.0000108    1 heel           : 泣き所
0.0000108    1 noted          : 所載
0.0000108    1 judicial       : 所払い
0.0000107    1 repute         : 悪所
0.0000105    1 confiscation   : 闕所
0.0000104    1 contents       : 所説
0.0000104    1 action         : 出所
0.0000104    1 accommodation  : 宿所
0.0000103    1 interesting    : 聞き所
0.0000103    1 dispose        : 捨て所
0.0000103    1 fatigue        : 所労
0.0000103    1 crest          : 紋所
0.0000103    1 included       : 所収
0.0000102    1 origin         : 出所
0.0000101    1 datum          : 所与
0.0000100    1 finding        : 所見
0.0000099    1 taken          : 脈所
0.0000099    1 estate         : 地所
0.0000098    1 distant        : 余所余所しい
0.0000098    1 barrier        : 関所
0.0000098    1 nothing        : 余所事
0.0000098    1 cause          : 所為
0.0000098    1 acupuncture    : 利き所
0.0000097    1 sanctuary      : 賢所
0.0000096    1 effective      : 利き所
0.0000095    1 grip           : 掴み所
0.0000094    1 strategic      : 要所
0.0000094    1 worth          : 取り所
0.0000094    1 nest           : 寝所
0.0000093    1 beauty         : 妙所
0.0000093    1 creation       : 所生
0.0000093    1 police         : 屯所
0.0000091    1 nobleman       : 座所
0.0000091    1 affinity       : 所縁
0.0000091    1 fitting        : 死に所
0.0000090    1 throne         : 座所
0.0000090    1 clerk          : 政所
0.0000089    1 koto           : 勘所
0.0000089    1 palanquin      : 旅所
0.0000089    1 particular     : 所柄
0.0000089    1 club           : 会所
0.0000088    1 carried        : 所収
0.0000088    1 question       : 掴み所
0.0000087    1 territory      : 所領
0.0000087    1 internment     : 入所
0.0000086    1 punishment     : 所払い
0.0000086    1 discussion     : 所説
0.0000086    1 demerit        : 短所
0.0000085    1 dangerous      : 悪所
0.0000085    1 brothel        : 悪所
0.0000085    1 powerful       : 政所
0.0000084    1 bigwig         : 大所
0.0000084    1 property       : 闕所
0.0000084    1 plot           : 地所
0.0000084    1 indifferent    : 余所
0.0000084    1 crime          : 謫所
0.0000083    1 listen         : 聞き所
0.0000083    1 incarceration  : 入所
0.0000083    1 related        : 政所
0.0000083    1 cold           : 余所余所しい
0.0000083    1 administration : 政所
0.0000083    1 explanation    : 所説
0.0000082    1 confidentiality: 内所
0.0000082    1 privacy        : 内所
0.0000081    1 legal          : 政所
0.0000081    1 birth          : 所生
0.0000081    1 illness        : 所労
0.0000080    1 data           : 所与
0.0000080    1 fiscal         : 内所
0.0000080    1 seat           : 座所
0.0000080    1 sacred         : 旅所
0.0000079    1 temporary      : 居所
0.0000079    1 hoped          : 所期
0.0000079    1 outside        : 余所
0.0000078    1 region         : 米所
0.0000078    1 manners        : 余所行き
0.0000077    1 topical        : 局所
0.0000076    1 housekeeping   : 所帯
0.0000076    1 ill            : 悪所
0.0000076    1 intention      : 所存
0.0000076    1 festival       : 旅所
0.0000076    1 pressure       : 利き所
0.0000076    1 relation       : 所縁
0.0000075    1 tournament     : 場所
0.0000075    1 character      : 所柄
0.0000074    1 secrecy        : 内所
0.0000074    1 anesthesia     : 局所
0.0000073    1 speech         : 聞き所
0.0000073    1 realization    : 内所
0.0000072    1 yonder         : 彼所
0.0000072    1 music          : 聞き所
0.0000072    1 altitude       : 高所
0.0000072    1 disadvantage   : 短所
0.0000072    1 imprisonment   : 入所
0.0000071    1 hit            : 打ち所
0.0000071    1 wrestling      : 場所
0.0000070    1 strange        : 余所
0.0000070    1 connection     : 所縁
0.0000070    1 affiliation    : 所属
0.0000070    1 training       : 楽所
0.0000070    1 domicile       : 住所
0.0000069    1 congress       : 所属
0.0000069    1 sense          : 所与
0.0000069    1 display        : 見せ所
0.0000067    1 welfare        : 通所
0.0000067    1 belonging      : 所属
0.0000067    1 conviction     : 所信
0.0000067    1 street         : 所場
0.0000066    1 journey        : 難所
0.0000065    1 wealthy        : 大所
0.0000065    1 gesture        : 所作
0.0000065    1 life           : 捨て所
0.0000065    1 ownership      : 所有
0.0000065    1 reform         : 田所
0.0000064    1 death          : 死所
0.0000064    1 necessary      : 所要
0.0000064    1 elevation      : 高所
0.0000063    1 defect         : 短所
0.0000063    1 coming         : 来所
0.0000063    1 need           : 所用
0.0000063    1 farm           : 田所
0.0000063    1 focus          : 付け所
0.0000062    1 affected       : 局所
0.0000062    1 enlightenment  : 内所
0.0000061    1 belief         : 所信
0.0000061    1 advantage      : 長所
0.0000060    1 carriage       : 所作
0.0000060    1 route          : 難所
0.0000060    1 income         : 所得
0.0000059    1 expectation    : 所期
0.0000059    1 financial      : 台所
0.0000058    1 staff          : 所員
0.0000057    1 virtue         : 長所
0.0000057    1 said           : 同所
0.0000057    1 era            : 楽所
0.0000057    1 understanding  : 捉え所
0.0000057    1 rough          : 難所
0.0000056    1 fixed          : 所定
0.0000056    1 social         : 通所
0.0000056    1 inner          : 内所
0.0000055    1 conduct        : 所作
0.0000055    1 attached       : 所属
0.0000055    1 product        : 所産
0.0000055    1 broad          : 高所
0.0000055    1 acting         : 所作
0.0000053    1 member         : 所員
0.0000053    1 request        : 所望
0.0000053    1 serving        : 所属
0.0000052    1 chief          : 所長
0.0000052    1 kabuki         : 所作
0.0000052    1 height         : 高所
0.0000052    1 local          : 局所
0.0000051    1 branch         : 支所
0.0000050    1 fruit          : 所産
0.0000049    1 situation      : 台所
0.0000049    1 control        : 所属
0.0000049    1 stage          : 所作
0.0000048    1 speak          : 所謂
0.0000046    1 various        : 各所
0.0000045    1 use            : 所用
0.0000040    1 end            : 所詮

--------------------------------------------------------------------------------

TOKEN[ 1]: 0.0384615    1 Shanghai
	Shanghai WORD[ 1,   1]: 0.0384615 滬
TOKEN[ 2]: 0.0134973    3 bat
	bat WORD[ 2,   1]: 0.0123417 鄙蝙蝠
	bat WORD[ 2,   2]: 0.0008555 神楽蝙蝠
	bat WORD[ 2,   3]: 0.0003002 蝙蝠
TOKEN[ 3]: 0.0133980    5 reed
	reed WORD[ 3,   1]: 0.0067093 芦笛
	reed WORD[ 3,   2]: 0.0044281 芦荻
	reed WORD[ 3,   3]: 0.0020352 芦
	reed WORD[ 3,   4]: 0.0001127 葦戸
	reed WORD[ 3,   5]: 0.0001127 葭戸
TOKEN[ 4]: 0.0132823    2 illiberality
	illiberality WORD[ 4,   1]: 0.0131585 褊狭
	illiberality WORD[ 4,   2]: 0.0001238 偏狭
TOKEN[ 5]: 0.0131812   23 fan
	fan WORD[ 5,   1]: 0.0079081 扇屋
	fan WORD[ 5,   2]: 0.0013428 団扇海老
	fan WORD[ 5,   3]: 0.0005647 煽る
	fan WORD[ 5,   4]: 0.0005646 煽ぐ
	fan WORD[ 5,   5]: 0.0002736 張り扇
	fan WORD[ 5,   6]: 0.0002736 張扇
	fan WORD[ 5,   7]: 0.0002639 扇状
	fan WORD[ 5,   8]: 0.0002379 軍扇
	fan WORD[ 5,   9]: 0.0001461 渋団扇
	fan WORD[ 5,  10]: 0.0001446 舞扇
	fan WORD[ 5,  11]: 0.0001376 桧扇
	fan WORD[ 5,  12]: 0.0001376 檜扇
	fan WORD[ 5,  13]: 0.0001354 白扇
	fan WORD[ 5,  14]: 0.0001352 羽団扇
	fan WORD[ 5,  15]: 0.0001325 鉄扇
	fan WORD[ 5,  16]: 0.0001202 銀扇
	fan WORD[ 5,  17]: 0.0001202 金扇
	fan WORD[ 5,  18]: 0.0000898 上戸
	fan WORD[ 5,  19]: 0.0000820 扇形
	fan WORD[ 5,  20]: 0.0000714 扇
	fan WORD[ 5,  21]: 0.0000714 扇子
	fan WORD[ 5,  22]: 0.0000705 団扇
	fan WORD[ 5,  23]: 0.0000679 扇ぐ
TOKEN[ 6]: 0.0130978   48 door
	door WORD[ 6,   1]: 0.0036134 外扉
	door WORD[ 6,   2]: 0.0014219 中扉
	door WORD[ 6,   3]: 0.0013942 前扉
	door WORD[ 6,   4]: 0.0008334 閉扉
	door WORD[ 6,   5]: 0.0005548 扉口
	door WORD[ 6,   6]: 0.0005332 枢戸
	door WORD[ 6,   7]: 0.0003099 簾戸
	door WORD[ 6,   8]: 0.0002944 鉄扉
	door WORD[ 6,   9]: 0.0002760 開扉
	door WORD[ 6,  10]: 0.0002640 唐戸
	door WORD[ 6,  11]: 0.0002332 戸走り
	door WORD[ 6,  12]: 0.0002330 門扉
	door WORD[ 6,  13]: 0.0001958 扉
	door WORD[ 6,  14]: 0.0001654 隣戸
	door WORD[ 6,  15]: 0.0001585 裏戸
	door WORD[ 6,  16]: 0.0001570 戸車
	door WORD[ 6,  17]: 0.0001512 表戸
	door WORD[ 6,  18]: 0.0000929 板戸
	door WORD[ 6,  19]: 0.0000893 脇戸
	door WORD[ 6,  20]: 0.0000889 鎧戸
	door WORD[ 6,  21]: 0.0000887 風戸
	door WORD[ 6,  22]: 0.0000885 葦戸
	door WORD[ 6,  23]: 0.0000885 葭戸
	door WORD[ 6,  24]: 0.0000840 袋戸
	door WORD[ 6,  25]: 0.0000830 開き戸
	door WORD[ 6,  26]: 0.0000824 引き戸
	door WORD[ 6,  27]: 0.0000824 引戸
	door WORD[ 6,  28]: 0.0000817 編み戸
	door WORD[ 6,  29]: 0.0000817 編戸
	door WORD[ 6,  30]: 0.0000782 戸板
	door WORD[ 6,  31]: 0.0000781 妻戸
	door WORD[ 6,  32]: 0.0000740 折り戸
	door WORD[ 6,  33]: 0.0000740 折戸
	door WORD[ 6,  34]: 0.0000727 くぐり戸
	door WORD[ 6,  35]: 0.0000727 潜り戸
	door WORD[ 6,  36]: 0.0000715 背戸
	door WORD[ 6,  37]: 0.0000713 繰り戸
	door WORD[ 6,  38]: 0.0000713 繰戸
	door WORD[ 6,  39]: 0.0000694 大戸
	door WORD[ 6,  40]: 0.0000674 揚げ戸
	door WORD[ 6,  41]: 0.0000674 揚戸
	door WORD[ 6,  42]: 0.0000633 屋戸
	door WORD[ 6,  43]: 0.0000630 門戸
	door WORD[ 6,  44]: 0.0000523 戸
	door WORD[ 6,  45]: 0.0000486 杉戸
	door WORD[ 6,  46]: 0.0000453 木戸
	door WORD[ 6,  47]: 0.0000420 岩戸
	door WORD[ 6,  48]: 0.0000412 網戸
TOKEN[ 7]: 0.0127706    2 intolerance
	intolerance WORD[ 7,   1]: 0.0126515 褊狭
	intolerance WORD[ 7,   2]: 0.0001191 偏狭
TOKEN[ 8]: 0.0127706    2 narrowness
	narrowness WORD[ 8,   1]: 0.0126515 褊狭
	narrowness WORD[ 8,   2]: 0.0001191 偏狭
TOKEN[ 9]: 0.0111752    2 fluttering
	fluttering WORD[ 9,   1]: 0.0073269 翩々
	fluttering WORD[ 9,   2]: 0.0038483 翩翻
TOKEN[10]: 0.0091360    9 folding
	folding WORD[10,   1]: 0.0082642 扇屋
	folding WORD[10,   2]: 0.0001438 桧扇
	folding WORD[10,   3]: 0.0001438 檜扇
	folding WORD[10,   4]: 0.0001256 銀扇
	folding WORD[10,   5]: 0.0001256 金扇
	folding WORD[10,   6]: 0.0000919 折り戸
	folding WORD[10,   7]: 0.0000919 折戸
	folding WORD[10,   8]: 0.0000746 扇
	folding WORD[10,   9]: 0.0000746 扇子
TOKEN[11]: 0.0086905   45 radical
	radical WORD[11,   1]: 0.0014277 行人偏
	radical WORD[11,   2]: 0.0006081 王偏
	radical WORD[11,   3]: 0.0003078 ノ木偏
	radical WORD[11,   4]: 0.0003078 禾偏
	radical WORD[11,   5]: 0.0002986 食偏
	radical WORD[11,   6]: 0.0002241 示偏
	radical WORD[11,   7]: 0.0002199 目偏
	radical WORD[11,   8]: 0.0002144 火偏
	radical WORD[11,   9]: 0.0002144 日偏
	radical WORD[11,  10]: 0.0002088 月偏
	radical WORD[11,  11]: 0.0002011 酉偏
	radical WORD[11,  12]: 0.0001977 土偏
	radical WORD[11,  13]: 0.0001975 手偏
	radical WORD[11,  14]: 0.0001951 玉偏
	radical WORD[11,  15]: 0.0001884 女偏
	radical WORD[11,  16]: 0.0001869 こざと偏
	radical WORD[11,  17]: 0.0001869 阜偏
	radical WORD[11,  18]: 0.0001828 人偏
	radical WORD[11,  19]: 0.0001802 口偏
	radical WORD[11,  20]: 0.0001801 木偏
	radical WORD[11,  21]: 0.0001788 革偏
	radical WORD[11,  22]: 0.0001761 方偏
	radical WORD[11,  23]: 0.0001761 片偏
	radical WORD[11,  24]: 0.0001719 牛偏
	radical WORD[11,  25]: 0.0001139 山偏
	radical WORD[11,  26]: 0.0001121 弓偏
	radical WORD[11,  27]: 0.0001101 虫偏
	radical WORD[11,  28]: 0.0001095 耳偏
	radical WORD[11,  29]: 0.0001087 偏旁
	radical WORD[11,  30]: 0.0001082 骨偏
	radical WORD[11,  31]: 0.0001063 舟偏
	radical WORD[11,  32]: 0.0001039 巾偏
	radical WORD[11,  33]: 0.0001005 鳥偏
	radical WORD[11,  34]: 0.0000948 貝偏
	radical WORD[11,  35]: 0.0000944 言偏
	radical WORD[11,  36]: 0.0000943 衣偏
	radical WORD[11,  37]: 0.0000941 米偏
	radical WORD[11,  38]: 0.0000914 獣偏
	radical WORD[11,  39]: 0.0000906 車偏
	radical WORD[11,  40]: 0.0000898 石偏
	radical WORD[11,  41]: 0.0000896 馬偏
	radical WORD[11,  42]: 0.0000885 金偏
	radical WORD[11,  43]: 0.0000869 魚偏
	radical WORD[11,  44]: 0.0000860 糸偏
	radical WORD[11,  45]: 0.0000857 足偏
TOKEN[12]: 0.0086783    1 rampancy
	rampancy WORD[12,   1]: 0.0086783 跋扈
TOKEN[13]: 0.0086783    1 prevalence
	prevalence WORD[13,   1]: 0.0086783 跋扈
TOKEN[14]: 0.0085136    1 domination
	domination WORD[14,   1]: 0.0085136 跋扈
TOKEN[15]: 0.0076720    3 flat
	flat WORD[15,   1]: 0.0046877 扁形
	flat WORD[15,   2]: 0.0022857 扁壺
	flat WORD[15,   3]: 0.0006985 扁たい
TOKEN[16]: 0.0075501   31 shoulder
	shoulder WORD[16,   1]: 0.0007719 肩部
	shoulder WORD[16,   2]: 0.0004460 顧みる
	shoulder WORD[16,   3]: 0.0004460 顧る
	shoulder WORD[16,   4]: 0.0004387 地肩
	shoulder WORD[16,   5]: 0.0004263 肩山
	shoulder WORD[16,   6]: 0.0002872 肩ひも
	shoulder WORD[16,   7]: 0.0002872 肩紐
	shoulder WORD[16,   8]: 0.0002717 肩章
	shoulder WORD[16,   9]: 0.0002672 左肩
	shoulder WORD[16,  10]: 0.0002625 肩当
	shoulder WORD[16,  11]: 0.0002625 肩当て
	shoulder WORD[16,  12]: 0.0002625 肩あげ
	shoulder WORD[16,  13]: 0.0002625 肩上げ
	shoulder WORD[16,  14]: 0.0002625 肩揚
	shoulder WORD[16,  15]: 0.0002625 肩揚げ
	shoulder WORD[16,  16]: 0.0002612 肩たたき
	shoulder WORD[16,  17]: 0.0002612 肩叩き
	shoulder WORD[16,  18]: 0.0001686 路肩
	shoulder WORD[16,  19]: 0.0001678 肩もみ
	shoulder WORD[16,  20]: 0.0001678 肩揉み
	shoulder WORD[16,  21]: 0.0001610 右肩
	shoulder WORD[16,  22]: 0.0001566 肩巾
	shoulder WORD[16,  23]: 0.0001313 肩車
	shoulder WORD[16,  24]: 0.0001306 肩幅
	shoulder WORD[16,  25]: 0.0001306 肩すかし
	shoulder WORD[16,  26]: 0.0001306 肩透かし
	shoulder WORD[16,  27]: 0.0001306 肩先
	shoulder WORD[16,  28]: 0.0000838 肩ごし
	shoulder WORD[16,  29]: 0.0000838 肩越し
	shoulder WORD[16,  30]: 0.0000838 肩口
	shoulder WORD[16,  31]: 0.0000838 肩
TOKEN[17]: 0.0072539    3 shop
	shop WORD[17,   1]: 0.0070345 扇屋
	shop WORD[17,   2]: 0.0001592 印房
	shop WORD[17,   3]: 0.0000602 茶房
TOKEN[18]: 0.0072246    4 government
	government WORD[18,   1]: 0.0071718 公所
	government WORD[18,   2]: 0.0000337 官房
	government WORD[18,   3]: 0.0000125 侍所
	government WORD[18,   4]: 0.0000066 政所
TOKEN[19]: 0.0071750    3 imperial
	imperial WORD[19,   1]: 0.0071079 公所
	imperial WORD[19,   2]: 0.0000406 女房
	imperial WORD[19,   3]: 0.0000133 御所
TOKEN[20]: 0.0070855    1 frivolous
	frivolous WORD[20,   1]: 0.0070855 翩々
TOKEN[21]: 0.0070728   12 employment
	employment WORD[21,   1]: 0.0012598 雇い止め
	employment WORD[21,   2]: 0.0012598 雇止め
	employment WORD[21,   3]: 0.0007586 常雇い
	employment WORD[21,   4]: 0.0006773 雇入
	employment WORD[21,   5]: 0.0006773 雇入れ
	employment WORD[21,   6]: 0.0006108 雇い入れ
	employment WORD[21,   7]: 0.0004444 雇
	employment WORD[21,   8]: 0.0003217 雇い
	employment WORD[21,   9]: 0.0002938 日雇
	employment WORD[21,  10]: 0.0002938 日雇い
	employment WORD[21,  11]: 0.0002378 雇傭
	employment WORD[21,  12]: 0.0002378 雇用
TOKEN[22]: 0.0070067    5 land
	land WORD[22,   1]: 0.0068722 公所
	land WORD[22,   2]: 0.0000832 所務
	land WORD[22,   3]: 0.0000371 仏所
	land WORD[22,   4]: 0.0000073 納所
	land WORD[22,   5]: 0.0000069 地所
TOKEN[23]: 0.0069183   43 one
	one WORD[23,   1]: 0.0022127 扈従
	one WORD[23,   2]: 0.0016254 一房
	one WORD[23,   3]: 0.0010413 騙し騙し
	one WORD[23,   4]: 0.0002738 一遍
	one WORD[23,   5]: 0.0002559 初篇
	one WORD[23,   6]: 0.0002260 房宿
	one WORD[23,   7]: 0.0001921 顧みる
	one WORD[23,   8]: 0.0001921 顧る
	one WORD[23,   9]: 0.0001889 地肩
	one WORD[23,  10]: 0.0001433 偏諱
	one WORD[23,  11]: 0.0000809 涙ぐむ
	one WORD[23,  12]: 0.0000742 出戻り
	one WORD[23,  13]: 0.0000690 初編
	one WORD[23,  14]: 0.0000565 肩車
	one WORD[23,  15]: 0.0000483 一戸
	one WORD[23,  16]: 0.0000361 肩ごし
	one WORD[23,  17]: 0.0000361 肩越し
	one WORD[23,  18]: 0.0000264 偏る
	one WORD[23,  19]: 0.0000260 戸惑い
	one WORD[23,  20]: 0.0000207 女房
	one WORD[23,  21]: 0.0000126 置き所
	one WORD[23,  22]: 0.0000072 在所
	one WORD[23,  23]: 0.0000050 付け所
	one WORD[23,  24]: 0.0000046 所持
	one WORD[23,  25]: 0.0000043 余所事
	one WORD[23,  26]: 0.0000040 一所
	one WORD[23,  27]: 0.0000038 所払い
	one WORD[23,  28]: 0.0000037 所論
	one WORD[23,  29]: 0.0000037 所説
	one WORD[23,  30]: 0.0000037 所出
	one WORD[23,  31]: 0.0000036 捨て所
	one WORD[23,  32]: 0.0000036 所懐
	one WORD[23,  33]: 0.0000033 打ち所
	one WORD[23,  34]: 0.0000031 余所行き
	one WORD[23,  35]: 0.0000031 余所
	one WORD[23,  36]: 0.0000026 内所
	one WORD[23,  37]: 0.0000024 所為
	one WORD[23,  38]: 0.0000023 所有
	one WORD[23,  39]: 0.0000023 所蔵
	one WORD[23,  40]: 0.0000023 所掌
	one WORD[23,  41]: 0.0000023 所在
	one WORD[23,  42]: 0.0000023 所作
	one WORD[23,  43]: 0.0000023 所
TOKEN[24]: 0.0067810    1 restless
	restless WORD[24,   1]: 0.0067810 翩々
TOKEN[25]: 0.0066743    2 sadness
	sadness WORD[25,   1]: 0.0063437 悲涙
	sadness WORD[25,   2]: 0.0003306 涙雨
TOKEN[26]: 0.0066665    7 title
	title WORD[26,   1]: 0.0031434 中扉
	title WORD[26,   2]: 0.0015411 前扉
	title WORD[26,   3]: 0.0010494 雇われ
	title WORD[26,   4]: 0.0003913 騙る
	title WORD[26,   5]: 0.0002164 扉
	title WORD[26,   6]: 0.0001624 肩書
	title WORD[26,   7]: 0.0001624 肩書き
TOKEN[27]: 0.0060966    1 careless
	careless WORD[27,   1]: 0.0060966 翩々
TOKEN[28]: 0.0058291    2 termination
	termination WORD[28,   1]: 0.0029146 雇い止め
	termination WORD[28,   2]: 0.0029145 雇止め
TOKEN[29]: 0.0056401    1 Ericaceae
	Ericaceae WORD[29,   1]: 0.0056401 捩木
TOKEN[30]: 0.0052609    1 attendance
	attendance WORD[30,   1]: 0.0052609 扈従
TOKEN[31]: 0.0051178    1 superior
	superior WORD[31,   1]: 0.0051178 扈従
TOKEN[32]: 0.0046181   42 left
	left WORD[32,   1]: 0.0002812 王偏
	left WORD[32,   2]: 0.0002762 食偏
	left WORD[32,   3]: 0.0002280 左肩
	left WORD[32,   4]: 0.0002224 左房
	left WORD[32,   5]: 0.0001898 ノ木偏
	left WORD[32,   6]: 0.0001898 禾偏
	left WORD[32,   7]: 0.0001054 山偏
	left WORD[32,   8]: 0.0001036 弓偏
	left WORD[32,   9]: 0.0001036 示偏
	left WORD[32,  10]: 0.0001018 虫偏
	left WORD[32,  11]: 0.0001017 目偏
	left WORD[32,  12]: 0.0001013 耳偏
	left WORD[32,  13]: 0.0001005 偏旁
	left WORD[32,  14]: 0.0001001 骨偏
	left WORD[32,  15]: 0.0000991 火偏
	left WORD[32,  16]: 0.0000991 日偏
	left WORD[32,  17]: 0.0000984 舟偏
	left WORD[32,  18]: 0.0000961 巾偏
	left WORD[32,  19]: 0.0000914 土偏
	left WORD[32,  20]: 0.0000914 手偏
	left WORD[32,  21]: 0.0000902 玉偏
	left WORD[32,  22]: 0.0000876 貝偏
	left WORD[32,  23]: 0.0000873 言偏
	left WORD[32,  24]: 0.0000872 衣偏
	left WORD[32,  25]: 0.0000871 女偏
	left WORD[32,  26]: 0.0000871 米偏
	left WORD[32,  27]: 0.0000864 こざと偏
	left WORD[32,  28]: 0.0000864 阜偏
	left WORD[32,  29]: 0.0000846 獣偏
	left WORD[32,  30]: 0.0000838 車偏
	left WORD[32,  31]: 0.0000833 口偏
	left WORD[32,  32]: 0.0000833 木偏
	left WORD[32,  33]: 0.0000831 石偏
	left WORD[32,  34]: 0.0000829 馬偏
	left WORD[32,  35]: 0.0000818 金偏
	left WORD[32,  36]: 0.0000814 方偏
	left WORD[32,  37]: 0.0000814 片偏
	left WORD[32,  38]: 0.0000804 魚偏
	left WORD[32,  39]: 0.0000796 糸偏
	left WORD[32,  40]: 0.0000795 牛偏
	left WORD[32,  41]: 0.0000793 足偏
	left WORD[32,  42]: 0.0000736 出戻り
TOKEN[33]: 0.0045085   13 volume
	volume WORD[33,   1]: 0.0011768 初篇
	volume WORD[33,   2]: 0.0009382 上篇
	volume WORD[33,   3]: 0.0005710 前篇
	volume WORD[33,   4]: 0.0003296 中篇
	volume WORD[33,   5]: 0.0003173 初編
	volume WORD[33,   6]: 0.0002530 上編
	volume WORD[33,   7]: 0.0002470 本篇
	volume WORD[33,   8]: 0.0002451 篇
	volume WORD[33,   9]: 0.0001540 前編
	volume WORD[33,  10]: 0.0000889 中編
	volume WORD[33,  11]: 0.0000666 本編
	volume WORD[33,  12]: 0.0000661 編
	volume WORD[33,  13]: 0.0000549 全編
TOKEN[34]: 0.0044245    1 linen
	linen WORD[34,   1]: 0.0044245 綟子
TOKEN[35]: 0.0044186    2 periorbital
	periorbital WORD[35,   1]: 0.0022836 涙袋
	periorbital WORD[35,   2]: 0.0021350 涙堂
TOKEN[36]: 0.0044165    3 shape
	shape WORD[36,   1]: 0.0042381 扁形
	shape WORD[36,   2]: 0.0001100 扇状
	shape WORD[36,   3]: 0.0000684 扇形
TOKEN[37]: 0.0044103   11 hearth
	hearth WORD[37,   1]: 0.0014643 炉床
	hearth WORD[37,   2]: 0.0010691 開炉
	hearth WORD[37,   3]: 0.0003940 地炉
	hearth WORD[37,   4]: 0.0002285 炉塞ぎ
	hearth WORD[37,   5]: 0.0002285 炉開き
	hearth WORD[37,   6]: 0.0001747 囲炉裏
	hearth WORD[37,   7]: 0.0001747 囲炉裡
	hearth WORD[37,   8]: 0.0001711 暖炉
	hearth WORD[37,   9]: 0.0001711 煖炉
	hearth WORD[37,  10]: 0.0001671 炉端
	hearth WORD[37,  11]: 0.0001670 炉
TOKEN[38]: 0.0043958    3 universal
	universal WORD[38,   1]: 0.0016372 遍昭
	universal WORD[38,   2]: 0.0016372 遍照
	universal WORD[38,   3]: 0.0011214 普遍
TOKEN[39]: 0.0043893    1 vesper
	vesper WORD[39,   1]: 0.0043893 鄙蝙蝠
TOKEN[40]: 0.0043893    1 Vespertilionidae
	Vespertilionidae WORD[40,   1]: 0.0043893 鄙蝙蝠
TOKEN[41]: 0.0043893    1 Vespertilio
	Vespertilio WORD[41,   1]: 0.0043893 鄙蝙蝠
TOKEN[42]: 0.0042484    2 puffiness
	puffiness WORD[42,   1]: 0.0021956 涙袋
	puffiness WORD[42,   2]: 0.0020528 涙堂
TOKEN[43]: 0.0041538    1 waving
	waving WORD[43,   1]: 0.0041538 翩翻
TOKEN[44]: 0.0041423    1 woven
	woven WORD[44,   1]: 0.0041423 綟子
TOKEN[45]: 0.0041408    2 mosquito
	mosquito WORD[45,   1]: 0.0040845 綟子
	mosquito WORD[45,   2]: 0.0000563 網戸
TOKEN[46]: 0.0039689    7 fireplace
	fireplace WORD[46,   1]: 0.0025742 炉火
	fireplace WORD[46,   2]: 0.0004386 地炉
	fireplace WORD[46,   3]: 0.0001946 囲炉裏
	fireplace WORD[46,   4]: 0.0001946 囲炉裡
	fireplace WORD[46,   5]: 0.0001905 暖炉
	fireplace WORD[46,   6]: 0.0001905 煖炉
