Summary: {Weight} {token}: {words[0:10]}
0.0081633    3 bread          : 麪包, 麵麭, 麺麭
0.0002682    4 Camellia       : 姫椿, 雪椿, 藪椿, 椿
0.0002681    4 cherry         : 夏茱萸, 実桜, 桜人, 花盗人
0.0002679    6 trash          : 芥, 塵芥, ごみ拾い, ゴミ拾い, 塵拾い, 芥箱
0.0002678    3 snarl          : 唸り声, 唸声, 唸り
0.0002671   16 theme          : 隠し題, 御題, 論題, 類題, 文題, 勅題, 探題, 題詠, 季題, 題目, ...
0.0002666    1 thrifty        : 倹しい
0.0002664    2 disorder       : 躁鬱病, 内障
0.0002662    4 wrong          : 頑是, 是非, 論判, 病む
0.0002652    7 frame          : 口琴, 企む, 内枠, 矢倉, 冷床, 納まる, 現人
0.0002651    7 custom         : 從う, 余風, 決まる, 決まり, 決り, 定着, 定まり
0.0002649    4 scoop          : 抉り出す, 抉る, 柄杓, 決る
0.0002647    6 cry            : 吶喊, 勝ちどき, 勝ち鬨, 勝どき, 勝鬨, 人声
0.0002632    3 homework       : 答え合わせ, 宿題, 課題
0.0002631    2 bag            : 傘袋, 提げ物
0.0002628   26 illness        : 作病, 重傷病, 詐病, 臥せる, 軽快, 快復, 回春, 病み耄ける, 病垂れ, 重病, ...
0.0002625    3 concept        : 投企, 概念, 観念
0.0002624    6 grip           : 挾む, 槍, 挟む, 長巻, 巻き替え, 手の内
0.0002624   62 whole          : 全家, 通し券, 全巻, 三界, 全軍, 満座, 全乳, 全級, 全都, 全船, ...
0.0002622    2 wryneck        : 斜頚, 斜頸
0.0002617    6 joint          : 挫骨, 鼻栓, 実矧ぎ, 共創, 提挈, 提携
0.0002616    3 harp           : 口琴, たて琴, 竪琴
0.0002615    1 shakedown      : 喝上げ
0.0002611    7 broken         : 破れ傘, 挫ける, 残骸, 途切れ途切れ, 棒きれ, 棒切, 棒切れ
0.0002600    2 padlock        : 海老錠, 錠
0.0002600    1 anchorage      : 碇泊
0.0002597    1 disparagement  : 譏り
0.0002590    8 association    : 講会, 農会, 本会, 画会, 当会, 協会, 会合, 会
0.0002588    3 worth          : 詮, 取り柄, 取柄
0.0002582    8 card           : 謁, 絵札, 捨て札, 捨札, 蒼, 絵合せ, 絵合わせ, 決め手
0.0002580   30 present        : 顕界, 奉ずる, 奉じる, 引っ提げる, 提げる, 奉る, 刻下, 今世, 三界, 目今, ...
0.0002576    1 coal           : 褐炭
0.0002566    1 deference      : 恭倹
0.0002565    3 drone          : 唸り声, 唸声, 唸り
0.0002561    6 flash          : 閃く, 閃き, 閃かす, 閃電, 閃光, 一閃
0.0002559    1 philosophical  : 投企
0.0002559   12 oneself        : 口吟, 一人相撲, ひとり相撲, 独り相撲, 占領, 一人遊び, 一人歩き, 人我, 一人占め, 一人言, ...
0.0002554    3 engage         : 從う, 撲つ, 出会う
0.0002545    1 abide          : 從う
0.0002534    1 cyprinid       : 似鯉
0.0002527    1 finder         : 拾い主
0.0002527    1 lacuna         : 欠缺
0.0002526    2 investiture    : 叙位, 叙任
0.0002524    6 Zen            : 喝, 一喝, 坐禅, 痛棒, 典座, 座禅
0.0002522    7 sudden         : 暴騰, 奔騰, 急騰, 倉卒, 置き傘, ぽっくり病, 急病
0.0002515   16 sound          : 鳴き真似, 吟, 唸る, 唸り, 快音, 拾う, 撲つ, 名論, 卓論, 着実, ...
0.0002510    1 tufted         : 草藤
0.0002508   10 recitation     : 吟, 朗吟, 唸る, 独吟, 高吟, 吟唱, 吟誦, 吟詠, 感吟, 新内
0.0002507   19 form           : 一人相撲, ひとり相撲, 独り相撲, 吟, 色界, 創る, 今様, 花実, 人獣, 定式, ...
0.0002501   10 calm           : 泰然, 徐々, 徐徐, 余裕, 納まる, 人心地, 冷やか, 冷ややか, 冷す, 冷やす
0.0002500    1 vilification   : 譏り
0.0002497   25 opinion        : 党論, 迷論, 存念, 椿説, 自論, 民論, 高論, 私論, 謬論, 名論, ...
0.0002495    7 lot            : 籤引, 籤引き, 籤, 幾許, 探題, 暇人, 閑人
0.0002495    9 portrait       : 似せ絵, 似絵, 似姿, 姿絵, 似顔, 絵像, 絵姿, 全容, 全身
0.0002494    4 reveal         : 抉り出す, 滲む, 滲み出る, 斜め読み
0.0002493    1 conform        : 從う
0.0002485   15 heart          : 開衿, 挫ける, 核心, 核, 念晴し, 念晴らし, 念願, 諦念, 放題, 念い, ...
0.0002466    2 scab           : 瘡, 瘡蓋
0.0002466    7 thrust         : 抉じ入れる, 捻じ込む, 喉輪, 突き除ける, はね除ける, 撥ね除ける, 跳ね除ける
0.0002462    1 buttercup      : 田芥子
0.0002461   16 made           : 土堤, 桧扇, 泥絵, 紙捻, 矢柄, 勝山, 決める, 春雨, 巻きずし, 巻き寿司, ...
0.0002459    1 dressmaker     : 裁ち鋏
0.0002454   13 understanding  : 領略, 疏通, 疎通, 領会, 諦念, 領承, 領解, 理会, 納得, 会得, ...
0.0002448    5 sale           : 売券, 估券, 沽券, 捨て売り, 捨売り
0.0002446    1 Vicia          : 草藤
0.0002442    1 frugal         : 倹しい
0.0002442    8 color          : 藤紫, 芥子色, 作り絵, 色塗り, 余色, 蒼, 絵取る, 大人しい
0.0002441   14 food           : 拾い食い, 検食, 提げ重, 冷食, 含め煮, 磯べ, 磯辺, 頬ばる, 頬張る, 創る, ...
0.0002430    3 imprisonment   : 幽囚, 囚われ, 囚
0.0002429    9 industry       : 勤倹, 零細, 斜陽, 政財界, 業界, 機業, 実入り, 実業, 内職
0.0002421    2 lute           : 胡琴, 月琴
0.0002420    1 observe        : 從う
0.0002417    1 fast           : 特快
0.0002413    5 provincial     : 田舎言葉, 田舎芝居, 田舎回り, 田舎もん, 田舎者
0.0002413    5 zither         : 伽倻琴, 琴, 和琴, 琴瑟, 東琴
0.0002412    1 Ligustrum      : 姫椿
0.0002412    1 privet         : 姫椿
0.0002410    6 engine         : 唸り声, 唸声, 唸る, 快音, 暖機, 造機
0.0002408    6 bring          : 抉り出す, 抉る, 引っ提げる, 提げる, 定める, 納める
0.0002404   38 disease        : 瘡掻き, 悪病, 病型, 余病, 病患, 擬似, 疑似, 性病, 眼病, 病害虫, ...
0.0002402    4 throat         : 咳く, 咳ばらい, 咳払い, 喉輪
0.0002401   12 battle         : 吶喊, 馬験, 先途, 勝ち戦, 勝ち軍, 勝戦, 決戦, 論戦, 会戦, 勝敗, ...
0.0002401   13 coat           : 蒼竜, 蒼龍, 鎌柄, 中塗, 中塗り, 塗り固める, 撲つ, 上塗, 上塗り, 粗塗, ...
0.0002398    3 bottom         : 淀む, 抉る, 金輪際
0.0002392    5 lucky          : 当たり籤, 拾いもの, 拾い物, 日柄, 先勝
0.0002385   17 give           : 捧げる, 疎んじる, 言い含める, 言含める, 疎む, 拾う, 創る, 捨て所, 捨て石, 捨石, ...
0.0002379   17 drawing        : 斜め顔, 抽籤, 色塗り, 抜剣, 図絵, 写し絵, 実写, 棒引き, 付会, 附会, ...
0.0002375    2 pound          : 舂く, 撲つ
0.0002374   13 side           : 挾む, 横坐り, 内踝, 挟む, 側臥, 横臥, 余興, 内帯, 内職, 横座り, ...
0.0002361   11 implication    : 含意, 連坐, 包含, 内含, 含める, 含み, 同坐, 含蓄, 連座, 同座, ...
0.0002358    3 pit            : 飯匙倩, 核, 坑内
0.0002357    2 emphasis       : 以て, 圏点
0.0002350    2 ocean          : 滄溟, 蒼茫
0.0002348    5 call           : 鳴き真似, 答礼, 検番, 判定, 内診
0.0002343    2 separation     : 訣別, 決別
0.0002340    9 rock           : 板挾み, 岩絵, 磯釣, 磯釣り, 板挟み, 岩座, 磐座, 捨て石, 捨石
0.0002331    5 mood           : 叙法, 靄靆, 斜, 斜め, 機嫌
0.0002329    3 greedy         : 貪る, 貪慾, 貪欲
0.0002327    3 bottle         : 中栓, 栓抜, 栓抜き
0.0002323    5 youth          : 若齢, 弱齢, 妙齢, 惜春, 青春
0.0002323   33 internal       : 内項, 内寸, 内官, 内周, 内状, 内紛, 内力, 内事, 内鍵, 内旋, ...
0.0002320    2 blurred        : 渇筆, 滲む
0.0002319    5 affair         : 蹌踉めく, 不倫, 余所事, 事柄, 内通
0.0002319    2 interject      : 挾む, 挟む
0.0002316    2 barley         : 舂く, 春窮
0.0002315    2 pill           : 錠剤, 錠
0.0002309    1 distinction    : 頑是
0.0002306    2 yield          : 從う, 捻じ伏せる
0.0002304    3 annotation     : 疏, 余説, 解題
0.0002303   14 living         : 一人住まい, 磯魚, 田舎暮らし, 坐食, 起臥, 途, 勝手, 座食, 二人暮らし, ２人暮らし, ...
0.0002300    1 perturb        : 抉る
0.0002297   14 case           : 傘袋, 薬莢, 提訴, 提起, 問題, 擬似, 疑似, 勝訴, 送検, 決めつける, ...
0.0002296    1 Trimeresurus   : 飯匙倩
0.0002288    4 page           : 僮僕, 童僕, 全段, 巻頭
0.0002283    1 modesty        : 恭倹
0.0002282   12 idea           : 発企, 創案, 閃く, 余念, 通念, 想念, 存念, 理念, 創意, 念, ...
0.0002280    1 pustule        : 瘡
0.0002277    1 exclamation    : 喝
0.0002275    1 accompany      : 從う
0.0002275    3 fruition       : 企望, 奏功, 結実
0.0002274    7 cast           : 挾む, 挟む, 脱ぎ捨てる, 撲つ, かなぐり捨てる, 捨てる, 除き去る
0.0002272    3 heavens        : 蒼竜, 蒼龍, 天界
0.0002270    1 attachment     : 貪愛
0.0002270   27 rolled         : 経題, 巻纓, 太巻き, だし巻き, 出し巻き, 細巻き, 巻き癖, 巻きもの, 巻き物, 巻物, ...
0.0002269   17 wife           : 入り婿, 入婿, 謁える, 令閨, 道念, 病妻, 令室, 内儀, 内, 内室, ...
0.0002264    1 projection     : 投企
0.0002262    2 hilt           : 提げ物, 聖柄
0.0002258    6 experience     : 体験, 経験, 念い, 年輪, 会う, 実感
0.0002258   13 realm          : 顕界, 新界, 色界, 天界, 幽界, 欲界, 法界, 仏界, 冥途, 冥界, ...
0.0002257    1 diligence      : 勤倹
0.0002252   23 taking         : 冷視, 受験, 降納, 雨除け, 軽快, ひとり決め, 独り決め, 似, 定着, 余所, ...
0.0002249    2 bedsore        : 蓐瘡, 褥瘡
0.0002242    8 third          : 丙, 中刻, 上刻, 余り者, 暮春, 晩春, 下巻, 季春
0.0002240   16 practice       : たんぽ槍, 球拾い, 結界, 真剣, 姥捨, 姥捨て, 実地, 実践, 禅定, 定例, ...
0.0002238    3 strip          : 竹籤, 検身, 核
0.0002237    1 alba           : 白芥子
0.0002235    1 omen           : 験
0.0002234    7 special        : 特快, 別途, 本領, 捨て印, 捨印, 特定, 定食
0.0002233    1 habu           : 飯匙倩
0.0002226   12 account        : 以て, 略叙, 勘定, 決済, 金輪際, 実記, 当座, 実録, 会計, 実紀, ...
0.0002226    6 entrance       : 鈴口, 受験, 勝手口, 入会, 浪人, 牢人
0.0002226    6 pick           : 拾う, 挟み上げる, 拾いあげる, 拾い上げる, 抉じ開ける, 拾い集める
0.0002226    1 fabric         : 衿芯
0.0002225   13 spot           : 牛柄, 冷点, 座繰, 座繰り, 名勝, 勝地, 捨て所, 界, 奇勝, 勝, ...
0.0002221   25 make           : 巫山戯る, 滲みる, 創る, 唸る, 含める, 会わす, 捻じ伏せる, 創りあげる, 創り上げる, 撲つ, ...
0.0002220    7 road           : 挾む, 道途, 挟む, 途, 道塗, 田舎道, 脱輪
0.0002219    7 cigarette      : もく拾い, モク拾い, 手巻き, 細巻き, 手巻, 紙巻, 紙巻き
0.0002206    3 pike           : 長槍, 槍, 鎌柄
0.0002206    6 local          : 特快, 探題, 条令, 区検, 内水, 傭人
0.0002203    3 least          : 手ん棒, 手棒, 決して
0.0002203    1 raga           : 貪
0.0002203    3 soaring        : 沸騰, 昂騰, 高騰
0.0002203    3 weir           : えん堤, 堰堤, 堤防
0.0002202    3 climbing       : 蔓薔薇, 登り棒, 藤本
0.0002202    3 scold          : 喝, 決めつける, 決め付ける
0.0002196   19 round          : 蜻蛉返り, 彼是, 円坐, 円領, 丸棒, 輪切り, 輪舞, 切り捨てる, 切捨てる, 斬り捨てる, ...
0.0002196   10 handle         : 柄巻, 柄巻き, 提, 提子, 鎌柄, 聖柄, 柄鏡, 長柄, 杵柄, 固定
0.0002193    6 understand     : 頷ける, 含める, 含む, 領する, 拾い読み, 機根
0.0002191    3 less           : 以内, 以上, 以下
0.0002189    1 indication     : 験
0.0002189   32 payment        : 追納, 皆納, 掛け捨て, 掛捨て, 納期, 後納, 未納, 代納, 決済, 決め, ...
0.0002188   12 coating        : 塗工, はけ塗り, ハケ塗り, 刷毛塗り, 塗膜, 下塗り, 塗り物, 塗物, 塗り, 塗抹, ...
0.0002188    5 threat         : どう喝, 恫喝, 恐喝, 捨てゼリフ, 捨て台詞
0.0002186    1 exaction       : 苛斂
0.0002184    3 faint          : 仄々, 仄仄, 仄か
0.0002183    3 syrup          : 咳止め, 含め煮, 冷やし飴
0.0002182    2 buzzer         : 呼び鈴, 呼鈴
0.0002180   29 decision       : 即決, 本決まり, 本決り, 速決, 審決, 決勝, 決定, 評決, 判決, 取り決め, ...
0.0002180    8 burst          : 綻ばす, 唸る, 決壊, 決潰, 内発, 巻き起こる, 巻き起る, 巻起こる
0.0002172    7 koto           : 弾琴, 立琴, 琴爪, 琴柱, 琴線, 琴曲, 琴
0.0002171    4 attempt        : 企てる, 企て, 企及, 冒険
0.0002169    5 trial          : 験する, 治験, 験し, 試験, 審決
0.0002169    4 dedicate       : 捧げる, 奉ずる, 奉じる, 納める
0.0002164    7 surface        : 定盤, 創面, 座繰, 座繰り, 塗り固める, 斜面, 全面
0.0002161    8 criminal       : 咎人, 捨て札, 捨札, 撲つ, 律令, 科人, 罪人, 犯人
0.0002161    4 advanced       : 中高齢, 老齢, 高齢, 特論
0.0002158    2 miraculous     : 霊験, 神機
0.0002158    4 efficacy       : 霊験, 効験, 奏効, 実効
0.0002157   10 criticism      : 譏り, 公論, 痛棒, 論評, 論難, 論壇, 論詰, 品定め, 評論, 痛論
0.0002154    4 door           : 挾む, 勝手口, 内開き, 挟む
0.0002153   19 company        : 社是, 企業, 零細, 奉戴, 創部, 定款, 当会, 商会, 会社, 一座, ...
0.0002149    5 tap            : 水栓, 元栓, 活栓, 栓, 撲つ
0.0002147    1 chicken        : 禽
0.0002145    7 inquiry        : 詮索, 詮議, 吟味, 照会, 論攷, 論考, 内偵
0.0002144    1 halberd        : 傘鉾
0.0002139    1 oscine         : 鳴禽
0.0002138    2 dike           : 堤塘, 堤
0.0002135    1 childhood      : 幼齢
0.0002126    1 viper          : 飯匙倩
0.0002125    2 variola        : 痘瘡, 疱瘡
0.0002125    3 stamp          : 舂く, 郵券, 刻印
0.0002113   31 actual         : 実機, 実売, 実寸, 実況, 実像, 実情, 実状, 実地, 実写, 実費, ...
0.0002113    5 objection      : 挾む, 挟む, 抗論, 反論, 異論
0.0002110    6 student        : 校僕, 学僕, 落ち零れ, 全甲, 内ゲバ, 門人
0.0002107    5 convinced      : 頷ける, 決めこむ, 決め込む, 決込む, 納得
0.0002096    4 stern          : 嶮しい, 険悪, 険しい, 冷厳
0.0002093    6 calmly         : 徐に, 徐ろに, 静坐, 安坐, 静座, 安座
0.0002093    1 ore            : 舂く
0.0002092    6 platform       : 党論, 党是, 綱領, 砲座, 座, 高座
0.0002091    2 crenel         : 矢狭間, 狭間
0.0002090    9 scheme         : 企む, 企み, 企て, 企図, 目論む, 目論み, 目論見, 手の内, 美人局
0.0002085    9 dance          : 巫女舞, 舞い納める, 奏でる, 剣舞, 輪舞, 決める, 一人舞, 規定, 揚巻
0.0002081    1 flawless       : 無缺
0.0002078    1 coveting       : 貪
0.0002075    1 polish         : 舂く
0.0002068   11 sit            : 坐りこむ, 坐り込む, 坐する, 坐る, 座り心地, 座りこむ, 座り込む, 御座り, 座する, 座す, ...
0.0002067    9 steady         : 徐々, 徐徐, 坐る, 定職, 実直, 着実, 堅実, 座る, 遊び人
0.0002067    5 leaves         : 椿餅, 零れ落ちる, 病葉, 新巻, 荒巻
0.0002066    1 enucleate      : 除核
0.0002056    2 continued      : 続騰, 幾久しい
0.0002055    7 right          : 頑是, 正定, 捨て所, 論判, 今一, 勝手, 人
0.0002055    2 fame           : 令聞, 令名
0.0002053    4 joke           : 挾む, 巫山戯る, 巫山戯, 挟む
0.0002049   10 hard           : 板挾み, 稼ぎ人, 疎んじる, 零落れる, 疎む, 板挟み, 刻苦, 人違え, 現実, 結実
0.0002049    2 covetous       : 貪慾, 貪欲
0.0002048   10 pleasant       : 快漢, 快感, 快音, 欣快, 頬笑ましい, 愉快, 快い, 快眠, 快適, 春潮
0.0002048   11 popular        : 似せ絵, 似絵, 耳栓, 柄鏡, 合巻, 勝山, 絵合せ, 絵合わせ, 俗論, 輿論, ...
0.0002043    2 trim           : 清楚, 挟み切る
0.0002038   30 real           : 実機, 写し絵, 実部, 真似事, 真剣, 本領, 実像, 実在, 実, 実況, ...
0.0002037    1 submarine      : 海嶺
0.0002034   11 similar        : 圏点, 連奏, 聖柄, 類題, 似る, 冷やし飴, 極似, 酷似, 比定, 梶棒, ...
0.0002034   19 true           : 貞実, 法界, 正念, 内状, 実相, 内実, 実否, 実説, 実記, 実紀, ...
0.0002033    1 pox            : 瘡
0.0002031    3 emotional      : 抉る, 感吟, 創
0.0002029    9 standard       : 以下, 馬験, 決まりごと, 決まり事, 定番, 定石, 定訳, 定本, 定跡
0.0002027    2 avaricious     : 貪慾, 貪欲
0.0002025    1 sewing         : 裁ち鋏
0.0002025    1 oppressive     : 苛斂
0.0002021    2 sandwich       : 挾む, 挟む
0.0002016   20 set            : 缺ける, 零本, 奉る, 下巻, 創る, 決める, 題詠, 決まる, 上巻, 全巻, ...
0.0002009    1 buccal         : 頬側
0.0002008    2 Oriental       : 胡琴, 鎌柄
0.0002007    3 property       : 拾い主, 拾得, 内帑
0.0002005    6 fighting       : 一人相撲, ひとり相撲, 独り相撲, 剣戟, 実戦, 闘病
0.0002004    1 blackhead      : 角栓
0.0002003    8 formal         : 桧扇, 答辞, 本会, 余所余所しい, 余所行き, 後座, 会談, 座敷
0.0002001    1 sink           : 滲み込む
0.0002001    5 ornamental     : 桧葉, 毛槍, 捨て石, 捨石, 覆輪
0.0001997    1 excavate       : 抉る
0.0001994    7 fit            : 咳き上げる, 咳きこむ, 咳き込む, 咳こむ, 咳込む, 納まる, 忠実
0.0001993    1 biwa           : 胡琴
0.0001992    8 deed           : 売券, 券文, 地券, 快挙, 估券, 沽券, 手柄, 神機
0.0001991   10 distant        : 疎意, 疎々しい, 疎疎しい, 疎, 疎い, 余所余所しい, 三界, 冷やか, 冷ややか, 冷たい
0.0001987    2 Chamaecyparis  : 桧, 桧木
0.0001981    2 inaccessible   : 嶮しい, 険しい
0.0001972    3 predecessor    : 先蹤, 前人, 先人
0.0001971    2 summit         : 山嶺, 嶺
0.0001971   12 power          : 唸り声, 唸声, 政柄, 余力, 余勢, 権柄, 冷熱, 実権, 所内, 全力, ...
0.0001968    1 buccinator     : 頬筋
0.0001962    1 parachute      : 開傘
0.0001960    4 straight       : 口琴, 全優, 棒球, 棒線
0.0001958    3 permeate       : 滲み込む, 滲みる, 含める
0.0001958    4 doubt          : 挾む, 挟む, 問題, 疑念
0.0001954    2 south          : 以南, 若狭
0.0001954    6 splendid       : 勝概, 秀吟, 快作, 快絶, 豪快, 快挙
0.0001952   19 temple         : 富籤, 寺領, 絵伝, 開創, 奉賛, 納経, 精舎, 結界, 検校, 納所, ...
0.0001950    4 today          : 以て, 今日明日, 昨日今日, 今日
0.0001947    1 gradational    : 号俸
0.0001947    1 thriftiness    : 倹
0.0001944    4 chip           : 缺ける, 押さえ棒, 創, 点棒
0.0001944    5 enquiry        : 詮索, 詮議, 吟味, 照会, 内偵
0.0001937   10 political      : 党論, 創党, 政柄, 政財界, 政界, 問題, 政論, 会派, 冷却, 全党
0.0001937    5 calculation    : 験算, 験する, 検算, 算定, 勘定
0.0001936    9 wrapped        : 柄巻, 柄巻き, 磯べ, 聖柄, 磯辺, 捻り, 巻繊, 新巻, 荒巻
0.0001935    4 ceremonial     : 巫女舞, 提, 提子, 結納
0.0001932    4 haste          : 徐に, 徐ろに, 倉皇, 蒼惶
0.0001932    5 alienation     : 疏外, 疎意, 疎外, 疎隔, 疎遠
0.0001931    3 parasol        : 差し傘, 洋傘, 日傘
0.0001931   21 theory         : 余説, 差し挟む, 創発, 椿説, 画論, 定論, 自論, 数論, 命題, 新論, ...
0.0001927    1 unicolor       : 磯鮪
0.0001922    1 foothold       : 虎挟み
0.0001918    7 snow           : 絹莢, 雪椿, 春水, 春泥, 春雪, 雪除け, 除雪
0.0001918    5 artistic       : 透かし絵, 引っ提げる, 提げる, 創る, 絵心
0.0001917    1 acceptable     : 頷ける
0.0001914    6 bone           : 挫骨, 頬骨, 坐骨, 座骨, 冷えこむ, 冷え込む
0.0001910   14 show           : 稔る, 滲む, 零す, 創る, 余興, 一人芝居, 実る, 覗き機関, 覗機関, 座右, ...
0.0001908    7 quiet          : 緩徐, 黙念, 春昼, 安臥, 朴念仁, 大人しい, 大人しやか
0.0001907    9 pin            : 鼻栓, 打ち棒, のし棒, 伸し棒, めん棒, 麺棒, 延べ棒, 延棒, 揚巻
0.0001905    2 bought         : 御籤, 神籤
0.0001903    2 loophole       : 矢狭間, 狭間
0.0001900    3 increase       : 増俸, 昂騰, 高騰
0.0001895    3 grim           : 嶮しい, 険しい, 冷厳
0.0001894    2 muscle         : 頬筋, 斜筋
0.0001893   13 agreement      : 掟, 領会, 領解, 取り決め, 取決, 取決め, 決まり, 決り, 約定, 納得, ...
0.0001890    6 sham           : 似非者, 真似事, 似而非, 似非, 擬似, 疑似
0.0001889   21 money          : 恐喝, 土倉, 捻り出す, 捻り, 使途, 捻出, 納経, 余力, 預かり人, 領収, ...
0.0001884    4 fortune        : 御籤, 神籤, 野臥, 余財
0.0001877    2 hesitate       : 淀む, 言い淀む
0.0001876    3 suspect        : 咎める, 詮議, 同定
0.0001876    9 collection     : 拾集, 剣鬼, 論集, 拾, 図会, 論叢, 大全, 詩巻, 全集
0.0001875    3 steel          : 虎挟み, 鉄傘, 棒鋼
0.0001873    1 Zygoptera      : 糸蜻蛉
0.0001870    9 engraving      : 木刻, 刻印, 印刻, 打刻, 石刻, 鏤刻, 刻, 篆刻, 彫刻
0.0001869    7 board          : 核, 捨て札, 捨札, 坐乗, 塗り板, 塗板, 座乗
0.0001867    3 memorial       : 疏, 会式, 法会
0.0001864   11 evening        : 夕靄, 夕刻, 夕冷え, 通し券, 今晩は, 夜会, 春宵, 今夕, 今夜, 今晩, ...
0.0001862    2 bore           : 抉る, 内径
0.0001856    1 glans          : 鈴口
0.0001855    4 garbage        : 拾集, 芥, 塵芥, 芥箱
0.0001848    2 impregnable    : 嶮しい, 険しい
0.0001847    1 assent         : 頷く
0.0001843    3 devoted        : 貞実, 一途, 忠実
0.0001839    7 offer          : 捧げる, 内定, 奉献, 提供, 奉る, 納める, 求人
0.0001832    2 bluster        : どう喝, 恫喝
0.0001830    3 gradual        : 徐々, 徐徐, 小刻み
0.0001828    1 punitive       : 罰俸
0.0001827    5 shed           : 禽舎, 零す, 畜舎, 牛舎, 納屋
0.0001827   43 human          : 人倫, 理念, 人欲, 人血, 獣人, 人獣, 人力, 人柱, 人型, 人財, ...
0.0001825    1 demoiselle     : 糸蜻蛉
0.0001824    6 sister         : 姉婿, 妹婿, 実姉, 令妹, 令姉, 実妹
0.0001824    2 cursed         : 田芥子, 魔剣
0.0001823    2 clean          : 清楚, 快打
0.0001821    2 peer           : 比倫, 舎弟
0.0001820    3 wanting        : 缺ける, 疎意, 人恋しい
0.0001818    4 dragon         : 臥龍, 蒼竜, 蒼龍, 臥竜
0.0001817   13 meet           : 謁える, 会わす, めぐり会う, 巡り会う, 出会う, 会す, 出会す, 大会, 会する, 会, ...
0.0001815   18 becoming       : 沸騰, 似合しい, 似合わしい, 似つかわしい, 似付かわしい, 似合い, 捨身, 理会, 入会, 定着, ...
0.0001814    3 upward         : 騰勢, 斜め上, 仰臥
0.0001809    2 advancement    : 昇叙, 陞叙
0.0001806    2 setback        : 頓挫, 挫折
0.0001800    4 sparse         : 疎林, 疎密, 疎ら, 疎
0.0001798    3 bit            : 零砕, 幾許, 小刻み
0.0001797    8 feel           : 蹌踉めく, 渇く, 滲みる, 念う, 実感, 冷や冷や, 冷えこむ, 冷え込む
0.0001795    1 crab           : 磯蟹
0.0001791    4 feigned        : 作病, 泣き真似, 詐病, 仮病
0.0001790    8 singing        : 吟, 朗吟, 微吟, 低吟, 吟詠, 愛吟, 奉唱, 輪唱
0.0001787   12 metal          : 刻銘, 押さえ棒, 板絵, 鉄輪, 金輪, 丸棒, 金棒, 鉄棒, 蒔絵, 延べ棒, ...
0.0001780    4 finger         : 挾む, 挟む, 指輪, 人差し
0.0001776    1 songbird       : 鳴禽
0.0001765    2 extraction     : 収斂, 滲出
0.0001762    7 regulation     : 掟, 法令, 条令, 決まり, 決り, 定め, 規定
0.0001761    1 dearth         : 缺乏
0.0001757    6 refuse         : 芥, 塵芥, 坐りこむ, 坐り込む, 座りこむ, 座り込む
0.0001757    1 pretender      : 似非者
0.0001754    1 Thujopsis      : 桧葉
0.0001754    1 misty          : 靄る
0.0001744    1 underbite      : 抉れる
0.0001743    2 changeable     : 定めない, 定め無い
0.0001735    1 glen           : 峡谷
0.0001734    1 buckle         : 尾錠
0.0001733    3 careless       : 投げ槍, 疎放, 疎か
0.0001731    4 swordsman      : 剣聖, 剣士, 剣客, 剣豪
0.0001729    6 composition    : 通奏, 吟, 苦吟, 吟詠, 出題, 全曲
0.0001725   15 sake           : 吟醸, 提, 提子, 酒倉, 倉出し, 倉本, 捨身, 冷や酒, 冷酒, 冷や, ...
0.0001725    8 enemy          : 吶喊, 謁える, 出会う, 敵機, 打ち勝つ, 打勝つ, 内通, 落人
0.0001724    1 Carangidae     : 鰺
0.0001723    1 karyotype      : 核型
0.0001721   10 course         : 詮方, 特論, 途, 放題, 全科, 実科, 勿論, 無論, 講座, 内
0.0001720    2 concealed      : 暗刻, 手の内
0.0001718    7 clearing       : 咳ばらい, 咳払い, 念晴し, 念晴らし, 絵解き, 排除, 人払い
0.0001716    5 ten            : 如是, 拾, 旬余, 丈余, 万人
0.0001715    3 level          : 捧げる, 以下, 座り心地
0.0001713   11 spirit         : 念写, 寄坐, 憑坐, 稀人, 異界, 勝ち気, 勝気, 神座, 決死, 客人, ...
0.0001713    7 seed           : 麻の実, 零れ種, 核, 椿油, 実生, 巻繊, 麻実
0.0001712    2 fraud          : 似非者, 剔抉
0.0001711   34 man            : 入り婿, 入婿, 人界, 行人偏, 人月, 大統領, 実事, 除け者, 機根, 通人, ...
0.0001709   20 position       : 臥位, 坐る, 坐禅, 剣が峰, 剣ヶ峰, 奉る, 機位, 納まり返る, 納まる, 座位, ...
0.0001709    3 neckband       : 裏衿, 衿, 領
0.0001707    3 eat            : 貪り食う, 貪る, 決める
0.0001706    1 canyon         : 峡谷
0.0001704    2 tiny           : 零砕, 零細
0.0001704    7 unexpected     : 斜め上, 取り零す, 取零す, 零れ幸い, 拾う, 椿事, 奇勝
0.0001703    6 appropriate    : 妙齢, 当該, 似つかわしい, 似付かわしい, 柄, 切実
0.0001703   10 system         : 少領, 内官, 令制, 正倉, 舎人, 定着, 実現, 機構, 非人, 歌人
0.0001703    1 laying         : 定礎
0.0001702    1 tidy           : 清楚
0.0001700    1 shovel         : 円匙
0.0001697    9 voice          : 大喝, 含み声, 唸る, 微吟, 低吟, 内声, 輿論, 世論, 人声
0.0001696    6 earth          : 土堤, 地界, 下界, 金輪際, 全体, 人天
0.0001696    3 narrowness     : 広狭, 偏狭, 褊狭
0.0001694    1 stoneware      : 石剣
0.0001689    1 consecrate     : 捧げる
