Summary: {Weight} {token}: {words[0:10]}
0.0169039    3 velvet         : 天鵝絨, 天鵞絨, 蟻蜂
0.0096374    2 extermination  : 殱滅, 殲滅
0.0095238    1 clang          : 戛然
0.0095238    1 prophecy       : 讖
0.0094102    2 annihilation   : 殱滅, 殲滅
0.0078907    3 acupuncture    : 鍼, 鍼術, 鍼灸
0.0070592   12 Chinese        : 阮咸, 嫦娥, 戈, 戟, 戎克, 鹹水, 戊, 戌, 唐織, 唐織り, ...
0.0069460    2 axe            : 鉞, 斧鉞
0.0064057   42 battle         : 鉞, 喊声, 戰い, 吶喊, 負け戦, 勝ち戦, 勝戦, 野戦, 戦機, 戦陣, ...
0.0063700    2 Decalogue      : 十誡, 十戒
0.0061877    1 lute           : 阮咸
0.0061174   10 sexagenary     : 丙戌, 戊戌, 戊午, 庚戌, 戊寅, 甲戌, 壬戌, 戊子, 戊辰, 戊申
0.0059694    1 millions       : 幾千万
0.0056594    2 stolen         : 贓物, 贓品
0.0056589   12 cycle          : 丙戌, 戊戌, 戊午, 庚戌, 戊寅, 甲戌, 壬戌, 戊子, 戊辰, 戊申, ...
0.0056093    3 separation     : 轗軻, 物越し, 離職
0.0055710    3 times          : 或いは, 或は, 或るいは
0.0054785   12 term           : 丙戌, 戊戌, 戊午, 庚戌, 戊寅, 甲戌, 壬戌, 戊子, 戊辰, 戊申, ...
0.0048425    2 shock          : 震撼, 感電
0.0047516    1 cup            : 盞
0.0047273    3 shake          : 震撼, 戦慄く, 戦く
0.0043290    6 gift           : 餞, 餞別, 戴き物, 草鞋銭, 祝儀, 歳暮
0.0042988    2 vicinity       : 京畿, 畿内
0.0042485    6 starvation     : 餓莩, 饑餓, 飢餓, 餓え死に, 餓死, 餓え
0.0042462  101 one            : 蹙める, 成れの果て, 幟旗, 閾, 職域, 晩歳, つんぼ桟敷, 聾桟敷, 摑む, 摑み, ...
0.0042075    7 menace         : 威脅, 威迫, 猛威, 脅威, 威す, 威かす, 威嚇
0.0041966   11 world          : 轗軻, 穢土, 大戦, 成り上がる, 成り上る, 成上がる, 成りさがる, 成り下がる, 成り下る, 成下がる, ...
0.0040932    2 ten            : 十誡, 十戒
0.0040401    3 certain        : 或, 或る, 幾許
0.0039539    4 rocky          : 礒, 磯浜, 磯魚, 磯
0.0038853    1 goose          : 鵞鳥
0.0038644    2 goods          : 贓物, 贓品
0.0038038    1 popliteal      : 膕
0.0037493    2 starved        : 餓莩, 餓える
0.0037310    6 beach          : 礒, 磯浜, 磯べ, 磯辺, 磯, 遠浅
0.0036745    1 carabid        : 筬虫
0.0036545    6 seashore       : 礒, 磯べ, 磯臭い, 磯辺, 磯遊び, 磯
0.0036225    6 threat         : 威脅, 戦雲, 威迫, 脅威, 威し, 威嚇
0.0034758    4 ship           : 艤装, 戎克, 載貨, 搭載
0.0033901    5 relative       : 外戚, 遠戚, 縁戚, 親戚, 姻戚
0.0033393    2 cry            : 吶喊, 喊声
0.0033312    2 penitence      : 懺法, 懺悔
0.0033164   16 machine        : 軽機, 機械, 器械, 実機, 編み機, 織機, 紡機, 名機, 愛機, 機銃, ...
0.0033034   12 light          : 浅煎り, 軽機, 熾す, 減光, 浅紫, 浅紅, 浅緑, 浅い, 暮れ残る, 持て成し, ...
0.0033019   12 ant            : 蟻んこ, 山蟻, 蟻蜂, 火蟻, 蟻ん子, 赤蟻, 侍蟻, 羽蟻, 黒蟻, 働き蟻, ...
0.0032683    3 threshold      : 識閾, 閾値, 閾
0.0032597   58 war            : 戰い, 吶喊, 干戈, 守戦, 戦域, 私戦, 非戦, 義戦, 戦区, 戦雲, ...
0.0032269    3 farewell       : 餞, 餞別, 草鞋銭
0.0031477    1 Chang          : 嫦娥
0.0031129    5 raising        : 菁莪, 植栽, 成育, 盛り土, 盛土
0.0030665    1 watch          : 見戍る
0.0029797    4 sacrifice      : 供犠, 犠飛, 犠打, 犠牲
0.0028332   23 cloth          : 麻織り, 縮絨, 裁ち出す, 太織, 太織り, 截つ, 裁ち物, 截る, 麻織, 織り目, ...
0.0027974   13 shallow        : 淺見, 浅鉢, 浅薄, 浅学, 遠浅, 浅海, 浅見, 浅はか, 浅い, 盛りそば, ...
0.0027381    1 alcoholic      : 盞
0.0027291    6 superficial    : 淺見, 浅薄, 浅学, 浅見, 浅はか, 浅い
0.0027090    1 e              : 嫦娥
0.0026988   24 cutting        : 除伐, 主伐, 截頭, 截金, 断截, 伐採, 半截, 断裁, 半裁, 截断, ...
0.0026947    3 raft           : 花筏, 竹筏, 筏
0.0025968    1 beetle         : 筬虫
0.0025246    1 roast          : 浅煎り
0.0025233   43 castle         : 城隍, 名城, 帰城, 城跡, 城将, 廃城, 金城, 化城, 敵城, 城楼, ...
0.0025219    9 humble         : 微賎, 卑賎, 賎民, 下賎, 微賤, 卑賤, 賤民, 下賤, 賤しい
0.0025190    4 penalty        : 刑戮, 誅戮, 減刑, 減
0.0025024    9 moth           : 雀蛾, 夜蛾, 白灯蛾, 尺蛾, 蚕蛾, 毒蛾, 灯蛾, 螟蛾, 蛾
0.0024911    2 sensitiveness  : 鋭感, 感性
0.0024598    8 punishment     : 刑戮, 誅戮, 征伐, 誡め, 懲戒, 制裁, 戒め, 成敗
0.0024269    1 rigging        : 艤装
0.0024256    2 goddess        : 嫦娥, 歳神
0.0023579    1 viaticum       : 餞
0.0023519    5 people         : 菁莪, 賎民, 賤民, 万歳, 盛り場
0.0023444   16 Japanese       : 縅, 悦哉, 國語, 著莪, 磯城島, 銭亀, 京城, 和裁, 航戦, 鯣烏賊, ...
0.0023395    2 kan            : 錢, 銭
0.0023352    7 ground         : 筬虫, 聖域, 霊域, 浄域, 造成, 盛り土, 盛土
0.0023195    3 railway        : 鐵, 盛り土, 盛土
0.0023116    2 strap          : 縅, 威
0.0023113    2 execution      : 刑戮, 誅戮
0.0022853    1 coffee         : 浅煎り
0.0022844    3 idea           : 淺見, 卓識, 浅見
0.0022785    2 aphorism       : 箴言, 成句
0.0022754    2 garden         : 前栽, 灯蛾
0.0022444    1 enjoying       : 菁莪
0.0022394    3 armor          : 縅, 機甲, 威
0.0022377    6 view           : 淺見, 広域, 公議, 浅見, 覗き機関, 覗機関
0.0022235    1 outfit         : 艤装
0.0022105   15 low            : 微賎, 卑賎, 下賎, 貴賎, 残り少な, 残り少ない, 微賤, 卑賤, 下賤, 貴賤, ...
0.0022058    2 appliance      : 機械, 器械
0.0022018    2 binding        : 縅, 威
0.0021992    5 regret         : 憾み, 憾む, 残心, 思い残す, 心残り
0.0021935   16 coin           : 錢, 銭袋, 宋銭, 銭貨, 穴銭, びた銭, 鐚銭, 銀銭, 投げ銭, 投銭, ...
0.0021872    1 iron           : 鐵
0.0021696    2 proverb        : 箴言, 成句
0.0021576    1 maxim          : 箴言
0.0021258    4 apparatus      : 機械, 器械, 器機, 機器
0.0021213   22 area           : 膕, 機場, 輪伐, 県域, 職域, 戦域, 墓域, 雨域, 領域, 減歩, ...
0.0021210    1 talented       : 菁莪
0.0020466    5 mechanism      : 機械, 器械, 機序, 機構, 機関
0.0020341    1 sake           : 盞
0.0020020    8 sincerity      : 丹誠, 赤誠, 至誠, 誠, 忠誠, 誠心, 誠意, 徳義
0.0019984    6 traditional    : 縅, 歳破, 歳刑, 太歳, 高機, 威
0.0019910    1 delicacy       : 鋭感
0.0019757    1 fossa          : 膕
0.0019483    8 species        : 蟻蜘蛛, 鹹草, 花筏, 白灯蛾, 衣蛾, 菊戴, 侍蟻, 甲烏賊
0.0019463    6 clique         : 閥族, 党閥, 軍閥, 学閥, 閥, 派閥
0.0019230    6 sensitivity    : 鋭感, 感度, 情感, 感応, 感性, 感受
0.0019222    2 libel          : 誹譏, 譏る
0.0018922    1 northwest      : 犬戎
0.0018620    1 maternal       : 外戚
0.0018450    9 equipment      : 艤装, 特機, 建機, 機具, 精機, 重機, 機材, 器機, 機器
0.0018433    3 famine         : 饑饉, 饑餓, 飢餓
0.0018380    6 arms           : 兵戈, 干戈, 戈, 剣戟, 戟, 戦友
0.0018363    4 hunger         : 饑寒, 饑餓, 飢餓, 餓え
0.0018178   10 squid          : 水烏賊, 蛸烏賊, 烏賊焼き, 障泥烏賊, 蛍烏賊, 鯣烏賊, 烏賊墨, 槍烏賊, 裂き烏賊, 烏賊
0.0018007   21 fight          : 戰い, 剣戟, 熾烈, 守戦, 戦わす, 勇戦, 戦う, 善戦, 乱戦, 戦い, ...
0.0017816    2 luxuriant      : 茂林, 繁茂
0.0017771    6 grasp          : 摑み取る, 摑む, 摑まる, 識る, 感じとる, 感じ取る
0.0017651    4 gun            : 軽機, 機銃, 重機, 威し
0.0017572    2 slander        : 誹譏, 譏る
0.0017519   10 lottery        : 宝籤, 本籤, 富籤, 籤逃れ, 空籤, 当籤, 抽籤, 籤引, 籤引き, 籤
0.0017365    1 fulling        : 縮絨
0.0017354    4 dynasty        : 犬戎, 西戎, 宋銭, 馬賊
0.0017086    5 note           : 付箋, 附箋, 識語, 書き残す, 書残す
0.0017069    4 instrument     : 機械, 器械, 音域, 感度
0.0016917    1 Bible          : 箴言
0.0016831    1 sacrificial    : 供犠
0.0016790   22 cut            : つんぼ桟敷, 聾桟敷, 截ち割る, 截金, 截ち切る, 裁ち割る, 裁ち切る, 裁ち出す, 伐る, 截つ, ...
0.0016721    5 seal           : 緘, 緘する, 封緘, 職印, 居職
0.0016683    4 grip           : 摑む, 摑み, 戈, 戟
0.0016668    3 book           : 箴言, 紀伊國屋, 成書
0.0016606    4 hungry         : 饑い, 餓狼, 餓える, 餓鬼
0.0016331    1 needle         : 鍼
0.0016044    1 milling        : 縮絨
0.0016044    6 loading        : 載積, 載荷, 混載, 載貨, 搭載, 積載
0.0015883    7 imperial       : 京畿, 勅裁, 公儀, 京城, 公議, 天威, 王城
0.0015859    1 sill           : 閾
0.0015827    4 unit           : 錢, 銭, 航戦, 親機
0.0015723    2 balcony        : 棧敷, 桟敷
0.0015696    1 towering       : 巍峨
0.0015518    2 craggy         : 峨々, 峨峨
0.0015386    1 lofty          : 巍峨
0.0015337    4 dismissal      : 馘, 馘首, 免職, 解職
0.0015252    2 jagged         : 峨々, 峨峨
0.0015251    2 chanting       : 懺法, 感吟
0.0015250   12 family         : 鹹草, 夜蛾, 門閥, 雀蛾, 磯目, 螟蛾, 甲烏賊, 磯蚯蚓, 我が家, 我家, ...
0.0015243    1 ethnic         : 犬戎
0.0015222    8 carrying       : 載積, 履践, 併載, 艦載, 満載, 登載, 積載, 掲載
0.0015158    4 clan           : 藩閥, 閥族, 閨閥, 閥
0.0015054    1 knee           : 膕
0.0014816    1 calumny        : 誹譏
0.0014713    2 palace         : 京畿, 京城
0.0014606    1 soaring        : 巍峨
0.0014497   22 feeling        : 鋭感, 温感, 感取, のど越し, 喉越し, 冷感, 実感, 肉感, 語感, 悪感, ...
0.0014497    5 weapon         : 干戈, 戈, 戟, 儀じょう, 儀仗
0.0014325   12 made           : 善哉, 錢, 節織り, 太織, 太織り, 唐織, 唐織り, 銭, 越訴, 成る, ...
0.0014306    4 spear          : 干戈, 戈, 戟, 槍烏賊
0.0014290    6 slip           : 付箋, 附箋, 箋, 御籤, 神籤, 越度
0.0014240    2 rugged         : 峨々, 峨峨
0.0014101   16 serving        : 中盛り, 高盛, 高盛り, 並盛り, 奉職, 小盛り, 兼職, 特盛, 切り盛り, 切盛り, ...
0.0014038    7 portion        : 中盛り, 幾分, 並盛り, 小盛り, 特盛, 大盛, 大盛り
0.0013853    1 enthusiast     : 鐵
0.0013851    4 consciousness  : 識閾, 意識, 病識, 識
0.0013717    1 defamation     : 誹譏
0.0013698    1 dense          : 茂林
0.0013682    2 hemp           : 麻織り, 麻織
0.0013661    2 seating        : 棧敷, 桟敷
0.0013649    3 discipline     : 鐵, 懲戒, 戒律
0.0013646    3 keep           : 見戍る, 成り立つ, 成立つ
0.0013591    5 red            : 善哉, 火蟻, 熾火, 赤蟻, 浅紅
0.0013263    3 group          : 犬戎, 穢多, 財閥
0.0013141    2 forest         : 茂林, 間伐
0.0013138    5 animal         : 供犠, 穢多, 戦わす, 戯れ付く, 成獣
0.0013127    8 region         : 近畿, 國, 極域, 領域, 地域, 域, 中越, 信越
0.0012925    2 garrison       : 衛戍, 城兵
0.0012923    4 space          : 膕, 織り目, 織目, 場銭
0.0012920   11 woman          : 賤女, 女賊, 蛾眉, 成女, 織り姫, 織姫, 色盛り, 悪戯者, 生成り, 成人, ...
0.0012791    2 fan            : 俄, 俄か
0.0012772    4 japonica       : 蟻蜘蛛, 著莪, 花筏, 墨烏賊
0.0012758    8 enemy          : 吶喊, 敵城, 賊, 截ち切る, 裁ち切る, 牙城, 残敵, 敵機
0.0012583    1 potted         : 盆栽
0.0012569    3 label          : 付箋, 附箋, 箋
0.0012566    6 head           : 馘, 截頭, 押し戴く, 戴く, 戴き, 頭越し
0.0012559    4 bamboo         : 竹筏, 竹籤, 箋, 鹿威し
0.0012555   25 job            : 馘, 離職, 有識, 当職, 職層, 前職, 内職, 職探し, 出職, 定職, ...
0.0012497    3 lance          : 戈, 戟, 成香
0.0012469    5 water          : 饑饉, 花筏, 鹹水, 水域, 減水
0.0012411    3 dress          : 棧敷, 裁ち出す, 桟敷
0.0012397   35 reduction      : 減災, 減容, 減等, 減光, 減弱, 減封, 減歩, 減債, 純減, 減便, ...
0.0012386    2 normal         : 中盛り, 並盛り
0.0012385    3 hasty          : 俄仕込み, 俄, 俄か
0.0012375    1 darling        : 我妹
0.0012274    3 plant          : 盆栽, 截頭, 蟻巻
0.0012268    5 box            : 棧敷, 銭箱, 桟敷, 覗き機関, 覗機関
0.0012268    3 tag            : 付箋, 附箋, 箋
0.0012258    3 bridge         : 棧橋, 桟, 桟橋
0.0012222    1 bonsai         : 盆栽
0.0012119    1 charging       : 吶喊
0.0012114    1 bravo          : 善哉
0.0012080    2 hundredth      : 錢, 銭
0.0012049    2 pike           : 戈, 戟
0.0012004    1 lady           : 鐵
0.0011908    1 sliding        : 閾
0.0011890    2 shout          : 吶喊, 我鳴り立てる
0.0011872    2 sen            : 錢, 銭
0.0011751    1 blaming        : 批議
0.0011700    2 alas           : 哉, 於戯
0.0011655   10 death          : 誅戮, 餓え死に, 餓死, 穢れ, 戦病死, 戦歿, 戦没, 戦死, 残す, 盛り殺す
0.0011626    2 circle         : 棧敷, 桟敷
0.0011575    1 steel          : 鐵
0.0011567    7 hold           : 摑む, 摑まる, 押し戴く, 賤しむ, 残す, 成り立つ, 成立つ
0.0011357    2 confession     : 懺法, 懺悔
0.0011292    1 rotation       : 輪栽
0.0011195    3 banner         : 幟旗, 旗幟, 幟
0.0011179    1 grief          : 憂戚
0.0011117    6 ritual         : 懺法, 秘儀, 祭儀, 儀典, 儀礼, 儀式
0.0011033    1 miniature      : 盆栽
0.0011029    3 gambol         : 戯る, 巫山戯る, 戯れる
0.0011019    4 decorated      : 戈, 戟, 唐織, 唐織り
0.0011013    1 distant        : 遠戚
0.0010993    2 parade         : 戈, 戟
0.0010965    3 follow         : 見戍る, 践む, 受戒
0.0010949    2 jetty          : 棧橋, 桟橋
0.0010928    6 frolic         : 戯る, 戯れ合う, 遊び戯れる, 巫山戯る, 巫山戯, 戯れる
0.0010721    2 scorn          : 顰蹙, 賤しむ
0.0010636    7 fire           : 馘る, 火蟻, 熾る, 熾す, 焼け残る, 戦火, 応戦
0.0010490    2 done           : 善哉, 半截
0.0010453    2 float          : 戈, 戟
0.0010426    2 immediate      : 畿内, 直裁
0.0010312    1 dear           : 我妹
0.0010301    5 rank           : 微賎, 戊, 穢多, 微賤, 職位
0.0010296   17 position       : 卑賎, 旗幟, 卑賤, 役職, 買い越し, 職位, 前職, 兼職, 重職, 要職, ...
0.0010291    3 caste          : 賎民, 穢多, 賤民
0.0010205    1 scapegoat      : 犠牲
0.0010175   17 conference     : 諮議, 公議, 和議, 密議, 内議, 一議, 謀議, 評議, 党議, 談議, ...
0.0010125   23 weave          : 織り出す, 斜子織り, 魚子織り, 唐織, 唐織り, 絽織, 絽織り, 交ぜ織り, 交織り, 袋織, ...
0.0010105    2 sticky         : 付箋, 附箋
0.0010101    1 leaping        : 熾盛
0.0010093    2 stationery     : 用箋, 便箋
0.0010091    2 silence        : 緘する, 緘口
0.0010077    1 frowning       : 顰蹙
0.0010008    3 playful        : 戯る, 遊び盛り, 戯れる
0.0010006    2 amused         : 戯る, 戯れる
0.0009987    3 bow            : 戈, 戟, 辞儀
0.0009887    2 pier           : 棧橋, 桟橋
0.0009781    2 wharf          : 棧橋, 桟橋
0.0009780    1 liveliness     : 熾盛
0.0009772    9 writing        : 用箋, 緘, 便箋, 申し越し, 演義, 戯文, 成文, 作成, 戯作
0.0009715    2 uninformed     : つんぼ桟敷, 聾桟敷
0.0009684    4 five           : 畿内, 八戒, 五戒, 五感
0.0009656    2 sacking        : 馘, 免職
0.0009537    3 living         : 犠牲, 戴天, 磯魚
0.0009513    1 shower         : 俄雨
0.0009489   11 matter         : 憾み, 別儀, 儀, 別義, 幾ら, 万々歳, 万万歳, 聖域, 親裁, 付議, ...
0.0009462    4 crop           : 饑饉, 凶歳, 減作, 減反
0.0009427    2 resentment     : 憾み, 賊
0.0009379    1 chronic        : 饑饉
0.0009337    3 charcoal       : 熾火, 熾, 熾る
0.0009313    1 scrunch        : 蹙める
0.0009291    1 lamentable     : 遺憾
0.0009193    6 sudden         : 俄, 俄か, 俄然, 激減, 急減, 行成
0.0009171    3 fishing        : 戎, 磯釣, 磯釣り
0.0009145   25 something      : 戯る, 戴く, 戴き, 幾ら, 訓誡, 我慢, 訓戒, 載っける, 載せる, 落城, ...
0.0009106    7 grow           : おい茂る, 生い茂る, 生茂る, 茂る, 減ずる, 減じる, 成る
0.0009076    1 decapitate     : 馘る
0.0009028    2 vigor          : 熾盛, 威勢
0.0009002    2 grudge         : 憾み, 賊
0.0008950    1 Angelica       : 鹹草
0.0008950    1 angelica       : 鹹草
0.0008944    4 narrow         : 幟旗, 幟, 狭域, 狭義
0.0008921    4 sport          : 戯る, 巫山戯, 戯れる, 戯れ
0.0008894    1 behead         : 馘る
0.0008851    2 skit           : 俄, 俄か
0.0008847   12 part           : 分載, 町域, 幾ど, 幾分, 載せる, 機躡, 名残り惜しい, 名残惜しい, 内職, 参戦, ...
0.0008836    1 guidebook      : 懺法
0.0008811    8 running        : 残り少な, 残り少ない, 独裁, 訳載, 登載, 掲載, 切り盛り, 切盛り
0.0008795    2 yen            : 錢, 銭
0.0008733    1 deplorable     : 遺憾
0.0008703    1 bitterness     : 憾み
0.0008699    3 currency       : 錢, 銭, 盛行
0.0008690    3 regrettable    : 遺憾, 残り惜しい, 残念
0.0008690    7 paper          : 便箋, 箋, 半截, 截ち切る, 裁ち物, 裁ち切る, 裁断
0.0008682    1 stare          : 見戍る
0.0008665    1 gaze           : 見戍る
0.0008656    2 offhand        : 俄, 俄か
0.0008649    6 self           : 成れの果て, 彼我, 小我, 主我, 我利, 自我
0.0008633    3 mass           : 錢, 銭, 衆議
0.0008600    1 malice         : 憾み
0.0008600   12 amount         : 閾値, 草鞋銭, 幾ばく, 幾何, 減歩, 残数, 加減, 繰り越し, 繰越, 繰越し, ...
0.0008584    1 parsley        : 鹹草
0.0008570    1 bean           : 善哉
0.0008549    1 musket         : 悦哉
0.0008545    1 unsatisfactory : 遺憾
