Summary: {Weight} {token}: {words[0:10]}
0.0169039    3 velvet         : 天鵝絨, 天鵞絨, 蟻蜂
0.0008518    1 lye            : 鹹水
0.0008513    1 blue           : 磯鵯
0.0008508    1 forgiveness    : 懺法
0.0008492    5 fly            : 犠飛, 犠打, 跳び越える, 飛び越える, 飛越える
0.0008487    1 soup           : 善哉
0.0008477    1 pucker         : 蹙める
0.0008460    1 subliminal     : 閾下
0.0008453    1 disapproval    : 顰蹙
0.0008451    1 shortage       : 饑饉
0.0008363    4 cultivation    : 栽培, 減反, 養成, 育成
0.0008357    3 practice       : 実践, 履践, 常識
0.0008329   12 contest        : 戰い, 次戦, 熱戦, 対戦, 接戦, 参戦, 混戦, 激戦, 苦戦, 合戦, ...
0.0008321   10 consultation   : 諮議, 内議, 談議, 商議, 合議, 凝議, 協議, 回議, 頭越し, 談義
0.0008318    1 exultation     : 快哉
0.0008262    4 logging        : 皆伐, 輪伐, 伐木, 伐採
0.0008243    2 love           : 我妹, 餓える
0.0008227    2 rod            : 幟旗, 幟
0.0008224    6 coarse         : 下賎, 下賤, 賤しい, 穢い, 太織, 太織り
0.0008207    1 victim         : 犠牲
0.0008192    3 ticket         : 当たり籤, 空籤, 宝籤
0.0008167    7 competition    : 戰い, 熾烈, 緒戦, 戦争, 商戦, 参戦, 戦い
0.0008131    1 decapitation   : 馘首
0.0008129    2 horizontal     : 幟旗, 幟
0.0008108    1 envelope       : 緘
0.0008107    4 felling        : 伐倒, 伐木, 伐採, 盗伐
0.0008085    9 range          : 職域, 狭域, 声域, 変域, 芸域, 領域, 値域, 帯域, 音域
0.0008068    4 top            : 幟旗, 幟, 梁成, 戴く
0.0008033    8 sewing         : 裁ちばさみ, 裁ち鋏, 裁ち縫い, 裁縫い, 裁ち落し, 裁ち落とし, 裁落とし, 裁縫
0.0008022    1 herb           : 鹹草
0.0008018    1 dismiss        : 馘る
0.0008016    6 party          : 党閥, 軍閥, 党議, 総裁, 組織, 盛り
0.0008009   10 joke           : 戯る, 戯, 戯れ言, 巫山戯る, 巫山戯, 戯談, 戯れる, 戯れ, 戯ける, 悪戯
0.0008002    3 impromptu      : 俄, 俄か, 偶成
0.0008002    1 iris           : 著莪
0.0007941    1 sutra          : 懺法
0.0007897    3 faction        : 党閥, 閥, 派閥
0.0007890    6 survival       : 戰い, 生残, 敗残, 戦い, 残存, 生き残り
0.0007880    3 surf           : 磯波, 磯釣, 磯釣り
0.0007710    2 reed           : 筬通し, 筬
0.0007663    2 pole           : 幟旗, 幟
0.0007641    1 furrow         : 蹙める
0.0007617    3 failure        : 饑饉, 減退, 成否
0.0007604    1 rain           : 俄雨
0.0007564    5 poor           : 貧賎, 貧賤, 凶歳, 穢い, 減作
0.0007563   12 match          : 戰い, 次戦, 緒戦, 戦国, 対戦, 接戦, 初戦, 勝ち越す, 勝越す, 混戦, ...
0.0007556    2 obscurity      : 微賎, 微賤
0.0007549    1 spider         : 蟻蜘蛛
0.0007522   10 government     : 國, 公儀, 歳入, 職田, 不義, 官職, 本職, 参議, 涜職, 瀆職
0.0007513    2 attached       : 幟旗, 幟
0.0007513    2 silent         : 緘黙, 緘口
0.0007488    1 brow           : 蹙める
0.0007481   15 fighting       : 干戈, 剣戟, 戦技, 転戦, 善戦, 力戦, 奮戦, 対戦, 戦力, 戦争, ...
0.0007479    3 eye            : 見戍る, 鑑識, 義眼
0.0007430   11 year           : 歳事, 当歳, 凶歳, 歳暮, 戌年, 歳末, 歳次, 歳晩, 歳, 越年, ...
0.0007366    2 abrupt         : 俄, 俄か
0.0007359    5 calendar       : 戊, 歳破, 歳刑, 太歳, 戌
0.0007355    4 keeping        : 緘黙, 緘口, 夏越し, 鹿威し
0.0007352   10 old            : 晩歳, 学閥, 古義, 古城, 旧識, 歳, 古銭, 戦跡, 越年, 売れ残り
0.0007290    5 cold           : 饑寒, 残寒, 冷戦, 冷感, 感冒
0.0007280   10 caution        : 誡め, 遺誡, 戒め, 誡める, 遺戒, 警戒, 戒慎, 戒心, 戒告, 戒める
0.0007271    2 firing         : 馘, 焼成
0.0007265   15 play           : 戯る, 戯える, 性戯, 遊戯, 戯らす, 成る, 児戯, 巫山戯る, 巫山戯, 戯れる, ...
0.0007243   11 fortress       : 堅城, 城塁, 敵城, 浮城, 城塞, 城砦, 城廓, 城郭, 古城, 城, ...
0.0007236   16 weaving        : 機場, 袋織, 袋織り, 機織, 機織り, 紡織, 製織, 織, 織り, 織機, ...
0.0007201    3 see            : 見戍る, 成る程, 成程
0.0007174   13 game           : 戰い, 次戦, 凡戦, 戦国, 博戯, 接戦, 苦戦, 越年, 観戦, 戦い, ...
0.0007174    2 gallery        : つんぼ桟敷, 聾桟敷
0.0007091    1 muzzle         : 緘する
0.0007075    2 implementation : 履践, 実践
0.0007072    1 wrinkle        : 蹙める
0.0007070    1 showing        : 顰蹙
0.0007059    2 loop           : つんぼ桟敷, 聾桟敷
0.0007037    3 discharge      : 馘首, 免職, 解職
0.0007022    4 country        : 國, 國家, 戦国, 国賊
0.0007006    4 kept           : つんぼ桟敷, 聾桟敷, 宵越し, 居残り
0.0006932    1 hush           : 緘する
0.0006931   25 work           : 穢多, 職域, 付載, 附載, 職歴, 出職, 定職, 坐職, 座職, 劇職, ...
0.0006925    1 commerce       : 戎
0.0006905   23 meaning        : 別儀, 義訓, 句義, 古義, 別義, 両義, 転義, 義解, 字義, 本義, ...
0.0006870    6 side           : 幟旗, 幟, 内職, 壁越し, 上越, 信越
0.0006842    4 vulgar         : 下賎, 下賤, 賤しい, 穢い
0.0006804   23 money          : 銭失い, 草鞋銭, 銭金, 無銭, 米銭, 日銭, 身銭, 刀銭, 追い銭, お銭, ...
0.0006801    3 devotion       : 赤誠, 至誠, 忠義
0.0006766   14 time           : 戰い, 伐期, 千載, 千歳, 歳月, 戦機, 浅い, 越す, 越し, 戦い, ...
0.0006764    2 catch          : 摑む, 熾る
0.0006756    1 glowing        : 熾火
0.0006751    2 neck           : 馘, 巫山戯る
0.0006740    3 raffle         : 当籤, 抽籤, 籤
0.0006717    1 Noctuidae      : 夜蛾
0.0006717    1 noctuid        : 夜蛾
0.0006697   21 military       : 軍閥, 討伐, 有識, 戦史, 戦機, 戦績, 有職, 歴戦, 戦歴, 戦役, ...
0.0006678    2 poverty        : 戰い, 戦い
0.0006668    4 contempt       : 賤しむ, 賤しめる, 我れ, 我
0.0006664    2 freedom        : 戰い, 戦い
0.0006659    2 purse          : 銭袋, 銭入れ
0.0006613    3 shaping        : 截頭, 成型, 成形
0.0006598    4 struggle       : 戰い, 戦う, 苦戦, 戦い
0.0006595    2 dose           : 閾値, 盛る
0.0006594    4 shore          : 磯蟹, 磯釣, 磯釣り, 荒磯
0.0006591    1 gag            : 緘する
0.0006575   18 person         : 賤, 財閥, 威張りん坊, 識者, 物識り, 難儀, 当職, 戦わす, 識る, 檀越, ...
0.0006536    2 unexpected     : 俄, 俄か
0.0006531    4 language       : 國語, 穢い, 演義, 語感
0.0006459    8 Japan          : 國語, 國, 穢多, 磯城島, 日越, 上越, 信越, 戦国
0.0006454   11 ceremony       : 秘儀, 盛儀, 大儀, 婚儀, 儀典, 儀じょう, 儀仗, 祝儀, 儀式, 儀, ...
0.0006416    2 hear           : つんぼ桟敷, 聾桟敷
0.0006414    9 land           : 國, 減歩, 穢土, 墓域, 職田, 減封, 城下, 陸戦, 造成
0.0006394   10 prime          : 年盛り, 歳, 若盛り, 娘盛り, 盛年, 盛時, 働き盛り, 盛り, 女盛り, 男盛り
0.0006370    1 joy            : 快哉
0.0006346    7 home           : 國, 我が家, 我家, 篭城, 籠城, 内職, 居職
0.0006337    1 owlet          : 夜蛾
0.0006335    4 planet         : 熒惑, 大歳, 太歳, 惑星
0.0006329    3 face           : 蹙める, 桟道, 桟
0.0006327    1 improvement    : 除伐
0.0006284    1 massacre       : 殺戮
0.0006277    8 winning        : 当たり籤, 当籤, 山越し, 勝ち戦, 勝戦, 戦勝, 戦捷, 勝ち残り
0.0006229    2 throne         : 践む, 践祚
0.0006221    2 screw          : 蹙める, 巫山戯る
0.0006207    2 looking        : 顰蹙, 見越し
0.0006176    3 condition      : 卑賎, 卑賤, 加減
0.0006175    2 conflict       : 戰い, 戦い
0.0006173    3 Jupiter        : 歳星, 大歳, 太歳
0.0006165    2 upper          : つんぼ桟敷, 聾桟敷
0.0006143    6 base           : 下賎, 下賤, 賤しい, 穢い, 親機, 残塁
