Summary: {Weight} {token}: {words[0:10]}
0.0160819    3 velvet         : 天鵝絨, 天鵞絨, 蟻蜂
0.0098238    3 winding        : 紆余, 紆曲, 迂曲
0.0077078  116 one            : 欹てる, 抒情, 爛柯, 迂言, 単騎, 綺語, 打ち明かす, 一荷, 矛先, 料亭, ...
0.0072903   12 yam            : 薯蕷汁, 薯蕷芋, 薯蕷, 野老葛, 山の芋, 山芋, とろろ芋, 長芋, 芋がゆ, 芋粥, ...
0.0070826    3 said           : 薩婆訶, 蘇婆訶, 稲荷
0.0055670    1 chronic        : 宿痾
0.0054751    1 separation     : 轗軻
0.0054329    1 crested        : 八哥鳥
0.0050916    1 drunkenness    : 酩酊
0.0050601    3 duck           : 鶩, 鴨打ち, 野鴨
0.0049141    3 dignity        : 矜恃, 矜持, 威儀
0.0048442    2 pride          : 矜恃, 矜持
0.0047669    1 lyricism       : 抒情
0.0047446    3 promontory     : 碕, 埼, 崎
0.0047198    3 domestic       : 鶩, 内務, 家事
0.0046545    3 peninsula      : 碕, 埼, 崎
0.0046396    1 economics      : 財経
0.0046171    1 intoxication   : 酩酊
0.0045162    6 world          : 轗軻, 迂遠, 宇内, 揉む, 財界, 世事
0.0044470   16 people         : 単于, 菁莪, 駒寄せ, 穿り出す, 芋洗い, 茅の輪, 野狐, 河田, 人寄せ, 寄せ書き, ...
0.0043552    3 cape           : 碕, 埼, 崎
0.0043122    3 headland       : 碕, 埼, 崎
0.0041668    2 disease        : 宿痾, 奇病
0.0041109    2 furuncle       : 疔, 面疔
0.0040935   25 office         : 椅子, 開庁, 来庁, 本庁, 閉庁, 入庁, 院庁, 道庁, 市庁, 支庁, ...
0.0039525    2 carbuncle      : 疔, 面疔
0.0039406    3 beach          : 礒, 汀線, 河原
0.0039206    1 supreme        : 単于
0.0039164    2 prick          : 欹てる, 目打ち
0.0039130    6 tree           : 谺, 奇木, 亭々, 亭亭, 阿檀, 木の芽
0.0038914    1 goose          : 鵞鳥
0.0038502    1 Gallinago      : 田鷸
0.0038502    1 snipe          : 田鷸
0.0038108   63 person         : 豺狼, 預かり人, 畸人, 預け物, 丁種, 奸邪, 天の邪鬼, 天邪鬼, 難儀, 人才, ...
0.0038075    2 starved        : 餓莩, 餓える
0.0037828    2 politics       : 財経, 政財界
0.0037577    3 depending      : 倚藉, 奈何, 如何
0.0036885    2 overrunning    : 蹂躙, 蹂躪
0.0035902    2 description    : 抒情, 叙事
0.0035806    6 starvation     : 餓莩, 飢餓, 饑餓, 餓え死に, 餓死, 餓え
0.0034631    2 tachibana      : 花橘, 橘
0.0034118    1 rocky          : 礒
